# Step  P_inst  U_inst
0 0.293833 -1380.73
100 0.167251 -1387.25
200 0.0650628 -1407.71
300 0.120752 -1392.13
400 -0.203985 -1403.3
500 -0.239967 -1410.44
600 -0.271278 -1407.22
700 0.00756664 -1397.32
800 -0.0337569 -1403.41
900 0.468892 -1374.86
1000 -0.0157392 -1395.97
1100 -0.275422 -1408.96
1200 0.176989 -1384.31
1300 0.290861 -1381.07
1400 0.180771 -1395.67
1500 0.327173 -1378.37
1600 0.110202 -1395.06
1700 0.358754 -1373.12
1800 0.500721 -1383.51
1900 0.415506 -1369.78
2000 0.544857 -1373.22
2100 -0.161744 -1402.73
2200 0.319456 -1388.18
2300 -0.106324 -1398.67
2400 0.00857843 -1402.68
2500 0.617865 -1365.29
2600 0.206114 -1384.55
2700 0.3138 -1390.75
2800 0.825774 -1358.1
2900 0.0371756 -1391.88
3000 0.227463 -1386.55
3100 0.353517 -1384.63
3200 -0.00814605 -1398.55
3300 0.163514 -1386.76
3400 -0.112298 -1393.25
3500 0.155429 -1394.03
3600 0.155819 -1391.05
3700 0.241988 -1388.28
3800 -0.27179 -1409.85
3900 0.140278 -1401.22
4000 0.0183092 -1405.27
4100 -0.147267 -1404.63
4200 0.0864672 -1395.97
4300 0.100445 -1392.43
4400 0.0991642 -1401.57
4500 -0.0981283 -1402.77
4600 0.390161 -1393.44
4700 0.143692 -1391.86
4800 0.222765 -1389.39
4900 -0.208744 -1404.54
5000 -0.0226612 -1388.7
5100 -0.183709 -1395.44
5200 0.116505 -1384.06
5300 0.0598198 -1395.07
5400 0.0218245 -1397.26
5500 0.200633 -1386.17
5600 0.0873771 -1391.24
5700 0.202925 -1386.57
5800 -0.134493 -1404.2
5900 0.283312 -1379.45
6000 0.054843 -1390.45
6100 0.556608 -1377.78
6200 0.622588 -1374.02
6300 0.229386 -1385.75
6400 0.242572 -1386.67
6500 0.211816 -1385.46
6600 0.389825 -1377.43
6700 0.124998 -1387.99
6800 0.228963 -1381.69
6900 0.266872 -1385.38
7000 0.186682 -1383.06
7100 0.215377 -1380.81
7200 0.105001 -1390.21
7300 0.113745 -1395.06
7400 0.0537387 -1397.13
7500 0.180484 -1392.35
7600 -0.16252 -1407.34
7700 0.288843 -1392.2
7800 0.0733906 -1395.17
7900 0.426443 -1372.91
8000 0.133026 -1388.82
8100 0.041401 -1397.48
8200 0.00944707 -1405.97
8300 0.00926556 -1401.91
8400 0.652196 -1364.65
8500 0.498357 -1375.36
8600 0.485225 -1373.99
8700 -0.098602 -1394.89
8800 0.455587 -1365.59
8900 -0.0431879 -1400.41
9000 0.383551 -1383.5
9100 0.156003 -1399.25
9200 0.121212 -1392.88
9300 0.604632 -1365.82
9400 0.0569708 -1393.48
9500 -0.0382577 -1401.09
9600 0.609159 -1370.46
9700 -0.153266 -1413.01
9800 0.558522 -1373.57
