# Step  P_inst  U_inst
0 0.00832072 -26.527
200 0.00853393 -26.783
400 0.00871968 -26.7501
600 0.00899455 -26.4483
800 0.00985802 -21.5183
1000 0.00806178 -26.1743
1200 0.00795284 -32.8733
1400 0.00806608 -33.152
1600 0.00775084 -26.5506
1800 0.00839569 -29.6465
2000 0.00828928 -24.1464
2200 0.00855167 -26.5305
2400 0.0087732 -31.3183
2600 0.00820881 -36.6565
2800 0.0081543 -25.497
3000 0.00870451 -28.4729
3200 0.00853156 -27.2727
3400 0.00771889 -29.2145
3600 0.00930918 -26.1948
3800 0.00855742 -30.161
4000 0.00836182 -22.8554
4200 0.00900617 -23.6178
4400 0.00866663 -27.4054
4600 0.00880951 -26.5192
4800 0.00818348 -28.7763
5000 0.00830158 -24.0582
5200 0.00827883 -23.9992
5400 0.00929683 -20.4995
5600 0.00916488 -20.4328
5800 0.00826943 -23.7277
6000 0.00853943 -16.972
6200 0.00791122 -26.7916
6400 0.00819722 -22.8914
6600 0.00824769 -18.9035
6800 0.00896654 -24.5313
7000 0.00888375 -24.5239
7200 0.00845257 -23.4758
7400 0.00837888 -18.9006
7600 0.00878505 -29.3011
7800 0.00847181 -25.0035
8000 0.00855547 -25.0428
8200 0.00864845 -25.2825
8400 0.00886203 -21.1331
8600 0.00837579 -22.7818
8800 0.00903431 -24.2768
9000 0.00858177 -24.3315
9200 0.00855718 -22.119
9400 0.0079945 -25.7779
9600 0.00781623 -28.2917
9800 0.00816871 -31.0878
10000 0.00827191 -28.55
10200 0.00881218 -23.6169
10400 0.0079509 -25.2479
10600 0.00803717 -22.0355
10800 0.00909444 -24.541
11000 0.0086353 -24.9229
11200 0.00814116 -19.4119
11400 0.00872974 -25.8784
11600 0.00770284 -27.413
11800 0.00814999 -23.5209
12000 0.00807576 -30.348
12200 0.00801167 -26.0584
12400 0.00828333 -18.5389
12600 0.00878594 -19.7437
12800 0.00877091 -26.9871
13000 0.00848724 -18.2215
13200 0.00799132 -22.1672
13400 0.00858785 -15.4567
13600 0.00840944 -20.4037
13800 0.00854824 -24.4449
14000 0.00843021 -26.1646
14200 0.00843888 -28.0914
14400 0.00890567 -27.1227
14600 0.00826273 -29.3919
14800 0.00917211 -27.3716
15000 0.00784804 -25.277
15200 0.00822863 -24.5689
15400 0.00900745 -27.6966
15600 0.00884699 -27.0313
15800 0.00849992 -27.866
16000 0.0083859 -22.2081
16200 0.00818945 -22.8893
16400 0.00806736 -24.2151
16600 0.00849073 -16.1142
16800 0.0081165 -28.9931
17000 0.00863927 -26.7267
17200 0.00834965 -26.7822
17400 0.0076224 -24.7283
17600 0.00841136 -30.2698
17800 0.0087273 -20.1826
18000 0.00857894 -25.0665
18200 0.00861867 -30.2113
18400 0.00857147 -24.4281
18600 0.00793847 -16.5915
18800 0.00823711 -25.2813
19000 0.0084999 -22.7084
19200 0.00808629 -17.6975
19400 0.0083693 -18.438
19600 0.00831405 -21.7164
19800 0.00829247 -24.3603
20000 0.0085328 -22.1811
20200 0.00843166 -22.9197
20400 0.00839042 -27.3265
20600 0.0087483 -23.1845
20800 0.0080108 -29.7242
21000 0.00768079 -26.0173
21200 0.008426 -23.9942
21400 0.00841123 -33.643
21600 0.00930597 -28.6011
21800 0.00765957 -36.9601
22000 0.00832339 -30.7899
22200 0.00797158 -37.9301
22400 0.00820241 -24.0665
22600 0.00797306 -24.0334
