# T rho P Z beta_mu_total U_per_particle
1.12 0.02 0.02047293392 0.9139702642 -4.074683315 -0.1749119779
1.12 0.02 0.02052062136 0.916099168 -4.074481433 -0.1727613686
1.12 0.02 0.02047939726 0.9142588063 -4.074964524 -0.174795095
1.12 0.02 0.02047405786 0.9140204402 -4.074499742 -0.1736422075
1.12 0.02 0.02049505556 0.9149578375 -4.075124437 -0.1722056233
1.12 0.02 0.02048510138 0.9145134544 -4.074583577 -0.1731046176
1.12 0.02 0.02048836544 0.9146591715 -4.07495468 -0.1732585716
1.12 0.02 0.0204806756 0.9143158751 -4.074903447 -0.1739531626
1.12 0.02 0.02048248585 0.9143966899 -4.074950799 -0.1732527229
1.12 0.02 0.02049406547 0.9149136371 -4.075086093 -0.1728120069
1.12 0.02 0.02049383635 0.9149034086 -4.074947074 -0.1738840606
1.12 0.02 0.02046361886 0.9135544132 -4.074698654 -0.1721495181
1.12 0.02 0.02048616959 0.9145611425 -4.075036539 -0.1734451246
1.12 0.02 0.0204768467 0.9141449421 -4.075180523 -0.1738096671
1.12 0.02 0.02047847085 0.9142174487 -4.074979495 -0.1746670215
1.12 0.02 0.02047866229 0.9142259952 -4.074648622 -0.1736210445
1.12 0.02 0.02048009566 0.9142899849 -4.074415787 -0.1737299954
1.12 0.02 0.02050241609 0.9152864326 -4.074548816 -0.1728944553
1.12 0.02 0.02048333643 0.9144346619 -4.075103471 -0.1734611994
1.12 0.02 0.02050714521 0.9154975539 -4.074758028 -0.1730452955
1.12 0.02 0.02046734475 0.9137207478 -4.07470847 -0.1737465964
1.12 0.02 0.02050473656 0.9153900251 -4.074816101 -0.1734105869
1.12 0.02 0.02048384611 0.9144574155 -4.07457697 -0.1735948659
1.12 0.02 0.02048442199 0.9144831243 -4.074725619 -0.1733652166
1.12 0.02 0.02050499968 0.9154017714 -4.0748376 -0.1737376821
