# Step  P_inst  U_inst
0 0.00908137 -24.1741
200 0.00872653 -22.6067
400 0.00804274 -24.1044
600 0.008595 -33.8278
800 0.00806611 -30.8035
1000 0.0082916 -33.959
1200 0.00816693 -25.5376
1400 0.00826066 -26.6168
1600 0.00867909 -29.9749
1800 0.00784913 -27.873
2000 0.0083586 -29.1948
2200 0.00793211 -23.9962
2400 0.00871192 -19.185
2600 0.00877095 -28.1301
2800 0.00821046 -25.7407
3000 0.00773513 -25.4594
3200 0.00812126 -23.6792
3400 0.00876392 -22.4584
3600 0.00844693 -25.0406
3800 0.00921598 -21.0337
4000 0.00960069 -26.422
4200 0.0082287 -36.7
4400 0.00783368 -26.0636
4600 0.00814647 -31.3712
4800 0.00796778 -21.6801
5000 0.00835196 -26.7454
5200 0.00896853 -24.8759
5400 0.00820728 -29.3407
5600 0.00906334 -28.4555
5800 0.00774492 -31.5001
6000 0.00885576 -31.489
6200 0.00777729 -28.0593
6400 0.00885518 -31.7302
6600 0.00867521 -23.216
6800 0.00872136 -26.341
7000 0.00886856 -31.1899
7200 0.00821505 -28.996
7400 0.00849704 -35.3426
7600 0.00790224 -30.927
7800 0.00811619 -38.4
8000 0.00842844 -36.1565
8200 0.00793683 -33.9536
8400 0.00835063 -31.7562
8600 0.00777903 -31.6984
8800 0.00817839 -29.4722
9000 0.00900946 -21.0393
9200 0.00863435 -34.6463
9400 0.00898633 -26.8292
9600 0.00801146 -25.7219
9800 0.00841424 -27.7329
10000 0.00872944 -21.3147
10200 0.00846985 -20.9547
10400 0.00933645 -23.8343
10600 0.00802881 -26.0462
10800 0.0079564 -28.1606
11000 0.00821774 -26.7748
11200 0.00776141 -34.5679
11400 0.00855912 -33.361
11600 0.00766845 -33.5963
11800 0.0093489 -26.5871
12000 0.00859 -29.008
12200 0.0096734 -25.8798
12400 0.00814627 -21.4919
12600 0.0079339 -23.8858
12800 0.00887342 -24.6352
13000 0.00851151 -35.8257
13200 0.00794168 -34.7775
13400 0.00933881 -27.5107
13600 0.00897407 -28.8013
13800 0.00826147 -23.4746
14000 0.00859513 -30.0135
14200 0.00859356 -25.8236
14400 0.00822993 -32.7839
14600 0.00859246 -29.5204
14800 0.00753175 -34.0924
15000 0.00854911 -17.9348
15200 0.00826652 -23.6762
15400 0.00868894 -24.0073
15600 0.00812123 -20.4796
15800 0.00969825 -17.6651
16000 0.00949852 -19.6697
16200 0.0081979 -20.8625
16400 0.00874392 -25.3045
16600 0.00830732 -26.8471
16800 0.0083372 -20.1075
17000 0.0080506 -26.173
17200 0.00879349 -25.1804
17400 0.00853288 -26.7422
17600 0.00919544 -30.203
17800 0.00821356 -36.4784
18000 0.00846566 -28.1539
18200 0.00831643 -26.9292
18400 0.00842928 -24.1519
18600 0.00829914 -27.0252
18800 0.00892168 -23.1962
19000 0.00905132 -26.314
19200 0.00948068 -18.6602
19400 0.00875376 -24.7568
19600 0.00793121 -22.3983
19800 0.00875591 -25.5019
20000 0.00889758 -24.3094
20200 0.0087298 -21.3648
20400 0.00949371 -18.9578
20600 0.0084356 -22.4013
20800 0.0082805 -27.5791
21000 0.00793423 -26.0818
21200 0.00871305 -25.2365
21400 0.00836554 -23.3723
21600 0.00851853 -23.0232
21800 0.00835729 -19.152
22000 0.00833516 -15.9144
22200 0.00906966 -18.3309
22400 0.00879033 -18.8367
22600 0.00827155 -20.1729
22800 0.00814128 -24.6302
23000 0.00809524 -26.9962
23200 0.00891374 -26.3438
23400 0.00796819 -25.8449
23600 0.00864569 -27.2384
23800 0.00807012 -31.8246
24000 0.00793995 -25.8351
24200 0.00871105 -27.3655
24400 0.00832223 -23.3384
24600 0.00809351 -18.5541
24800 0.00825865 -22.4901
25000 0.00834547 -19.3711
25200 0.00880872 -26.928
25400 0.00893073 -26.4316
25600 0.00817856 -32.4209
25800 0.00838586 -28.667
26000 0.00854476 -27.5452
26200 0.00827182 -21.7288
26400 0.00870891 -31.6889
26600 0.00895722 -25.1688
26800 0.00811134 -26.3024
27000 0.00815288 -27.6466
27200 0.00832385 -29.1187
27400 0.00815758 -24.8525
27600 0.00843083 -28.2094
27800 0.00820529 -28.6321
28000 0.00784682 -30.0144
28200 0.00955364 -18.3791
28400 0.00824894 -28.2145
28600 0.00865517 -26.5947
28800 0.00825395 -26.2458
29000 0.00840804 -27.0723
29200 0.00831687 -27.9185
29400 0.00808914 -30.921
29600 0.0085082 -23.2385
29800 0.00819011 -21.6775
30000 0.00808628 -33.7259
30200 0.00823124 -31.6421
30400 0.00930605 -26.82
30600 0.00829166 -21.336
30800 0.00821247 -33.5456
31000 0.00801017 -32.7229
31200 0.00867697 -31.3098
31400 0.00874701 -39.0713
31600 0.00828291 -36.2394
31800 0.00828207 -31.3115
32000 0.00960696 -25.8393
32200 0.00798933 -23.0702
32400 0.00814072 -22.0199
32600 0.00858585 -29.7467
32800 0.00878344 -21.0752
33000 0.00942233 -22.398
33200 0.00810552 -33.7914
33400 0.00902645 -30.5882
33600 0.0081944 -29.7583
33800 0.00855396 -30.1343
34000 0.00828874 -26.2586
34200 0.00796636 -25.842
34400 0.00820965 -27.6451
34600 0.00867633 -24.8703
34800 0.00803202 -31.2837
35000 0.00779772 -26.404
35200 0.00791299 -32.1972
35400 0.00860825 -28.5629
35600 0.00807123 -29.4643
35800 0.00772704 -26.5348
36000 0.00804714 -26.1445
36200 0.00821087 -27.1585
36400 0.00884378 -24.1446
36600 0.00795475 -24.5583
36800 0.00815137 -29.3206
37000 0.00801921 -34.0161
37200 0.00803183 -28.9533
37400 0.00812115 -28.3648
37600 0.008054 -26.2665
37800 0.00878417 -30.6615
38000 0.00861053 -28.7198
38200 0.00938645 -26.7134
38400 0.00900647 -25.5212
38600 0.00802987 -27.9497
38800 0.00801006 -26.0724
39000 0.00805409 -24.7336
39200 0.0080035 -25.6279
39400 0.00853346 -24.4297
39600 0.00844972 -22.94
39800 0.00899258 -30.707
40000 0.00915513 -27.1648
40200 0.00786833 -31.9554
40400 0.00856398 -22.6627
40600 0.00855802 -27.6877
40800 0.00836617 -34.9817
41000 0.00825283 -28.3399
41200 0.00864104 -31.1362
41400 0.0087359 -31.6133
41600 0.00885564 -31.4171
41800 0.00878735 -26.7713
42000 0.0085407 -28.9628
42200 0.00876823 -22.8128
42400 0.00803448 -27.9534
42600 0.00870737 -24.7753
42800 0.00862481 -25.7363
43000 0.00841074 -23.102
43200 0.00842447 -25.08
43400 0.00871571 -25.8806
43600 0.00882209 -25.4454
43800 0.00816335 -27.6883
44000 0.00814037 -28.3623
44200 0.00858119 -24.9251
44400 0.00782479 -22.6058
44600 0.008828 -23.2872
44800 0.00821493 -23.0097
45000 0.008448 -29.38
45200 0.00925715 -21.8615
45400 0.00976863 -31.1245
45600 0.00850397 -27.3634
45800 0.00797117 -23.0411
46000 0.00842475 -23.3991
46200 0.00860204 -23.1127
46400 0.00807639 -22.7727
46600 0.00801844 -25.259
46800 0.00830259 -25.3518
47000 0.00846918 -21.2627
47200 0.00824478 -19.2249
47400 0.00921927 -24.152
47600 0.00921543 -28.9749
47800 0.00810802 -28.3124
48000 0.00820697 -19.2913
48200 0.00870769 -21.0601
48400 0.00885715 -28.6316
48600 0.00788484 -30.409
48800 0.00882934 -29.9577
49000 0.00804806 -27.2294
49200 0.00814899 -25.3081
49400 0.00816584 -23.9336
49600 0.00825413 -26.4563
49800 0.00816609 -25.916
50000 0.00870371 -26.4986
50200 0.00798545 -30.6958
50400 0.00772397 -26.6882
50600 0.00909809 -29.2013
50800 0.00822141 -26.323
51000 0.00808513 -19.3425
51200 0.00834061 -20.231
51400 0.00819569 -20.0495
51600 0.0084453 -27.1704
51800 0.00806875 -29.329
52000 0.00838524 -22.4706
52200 0.00903948 -29.3227
52400 0.00866134 -34.184
52600 0.00829275 -27.1499
52800 0.00828893 -32.3009
53000 0.00846979 -33.5888
53200 0.0080191 -27.9271
53400 0.00910078 -27.4332
53600 0.00801762 -27.2977
53800 0.00818322 -21.8253
54000 0.00814748 -26.4817
54200 0.0078618 -33.4736
54400 0.00868009 -21.8044
54600 0.00857437 -20.0714
54800 0.00791902 -26.0523
55000 0.00902493 -26.6486
55200 0.00920905 -19.3235
55400 0.00820002 -24.1862
55600 0.00796567 -24.3548
55800 0.00797119 -23.8671
56000 0.00807493 -26.9669
56200 0.00847336 -23.6651
56400 0.00867448 -24.8165
56600 0.00893936 -27.5
56800 0.00840176 -26.5786
57000 0.00892688 -28.601
57200 0.00904509 -26.4243
57400 0.00838498 -31.0576
57600 0.00850658 -27.8649
57800 0.00837333 -24.9186
58000 0.00915861 -28.7536
58200 0.00894391 -29.4217
58400 0.00748049 -29.1152
58600 0.00907985 -30.5147
58800 0.00788035 -26.4571
59000 0.00796355 -33.0106
59200 0.00814572 -30.0377
59400 0.00854696 -34.8973
59600 0.00809262 -27.4257
59800 0.00834954 -31.5002
60000 0.00797483 -25.2913
60200 0.00892524 -24.8311
60400 0.00826022 -24.3437
60600 0.00842427 -26.8265
60800 0.00937833 -27.1241
61000 0.00817306 -21.0473
61200 0.0080025 -24.7424
61400 0.00771645 -34.4309
61600 0.0088486 -21.7652
61800 0.00823499 -26.2872
62000 0.00814047 -22.8919
62200 0.00840868 -25.6303
62400 0.00876884 -19.7574
62600 0.00867009 -23.0494
62800 0.00797583 -27.2315
63000 0.00786625 -23.212
63200 0.00778631 -25.5948
63400 0.00829556 -25.3978
63600 0.00854976 -32.7603
63800 0.00829685 -24.2169
64000 0.00827247 -28.156
64200 0.00892153 -22.4846
64400 0.00837791 -24.7086
64600 0.00831119 -26.1614
64800 0.0078322 -23.3562
65000 0.00795055 -24.1404
65200 0.00821581 -23.5179
65400 0.00830495 -18.7422
65600 0.00808874 -33.2485
65800 0.00787883 -24.4205
66000 0.00809887 -21.8678
66200 0.00824259 -25.2733
66400 0.00831403 -24.1829
66600 0.00842972 -24.26
66800 0.00899278 -21.0998
67000 0.00797719 -26.0579
67200 0.0078819 -32.2891
67400 0.00820759 -22.5267
67600 0.00779427 -22.1377
67800 0.00821617 -24.4047
68000 0.00825711 -29.7725
68200 0.00829323 -24.5811
68400 0.00850544 -23.6538
68600 0.00838604 -21.3367
68800 0.00825007 -24.3279
69000 0.00875541 -32.7084
69200 0.00814692 -33.2407
69400 0.00827095 -32.5793
69600 0.00845198 -28.1669
69800 0.00822571 -35.1728
70000 0.0098323 -19.9876
70200 0.00829403 -30.5017
70400 0.00879055 -31.8745
70600 0.00808725 -27.2154
70800 0.00892363 -29.8737
71000 0.0078914 -24.602
71200 0.00882362 -26.9088
71400 0.00826265 -15.3448
71600 0.00890689 -24.7402
71800 0.00880381 -21.456
72000 0.00850327 -20.0344
72200 0.00849921 -23.3171
72400 0.00870219 -19.8988
72600 0.00819254 -15.148
72800 0.00882976 -17.4637
73000 0.00821162 -20.6036
73200 0.00879501 -25.0318
73400 0.00788788 -24.049
73600 0.00840826 -27.3727
73800 0.00813017 -26.3681
74000 0.00830481 -24.997
74200 0.0084906 -20.6348
74400 0.00862534 -22.7521
74600 0.00867545 -24.4166
74800 0.00866814 -30.3673
75000 0.00806325 -32.5292
75200 0.00830533 -33.073
75400 0.00797247 -29.954
75600 0.00815391 -28.6572
75800 0.00832124 -23.988
76000 0.00869309 -29.0512
76200 0.0085976 -29.9055
76400 0.0081165 -24.7268
76600 0.00851031 -27.0281
76800 0.00906837 -24.6035
77000 0.00840997 -19.6405
77200 0.00838517 -20.2246
77400 0.00895749 -18.4086
77600 0.00844384 -21.8831
77800 0.0083795 -24.5559
78000 0.00848069 -23.489
78200 0.00826891 -27.4143
78400 0.00830588 -19.1039
78600 0.00869578 -23.88
78800 0.00837285 -28.0951
79000 0.00897277 -31.8473
79200 0.00877012 -27.5761
79400 0.00847931 -24.8738
79600 0.00911997 -24.2179
79800 0.00843145 -27.5336
80000 0.00858134 -30.3961
80200 0.00814907 -31.1387
80400 0.00850555 -26.6211
80600 0.00790367 -21.212
80800 0.00855893 -22.4449
81000 0.00824422 -24.4859
81200 0.00842042 -22.3849
81400 0.00790075 -27.7234
81600 0.00798708 -33.0389
81800 0.00918294 -32.7202
82000 0.00928633 -37.1754
82200 0.00783369 -31.626
82400 0.00784532 -28.133
82600 0.00869803 -24.6111
82800 0.00813118 -28.2154
83000 0.00800242 -23.4006
83200 0.00839974 -25.6638
83400 0.00786198 -28.9315
83600 0.00791368 -30.5431
83800 0.00892106 -25.7233
84000 0.00839063 -24.4796
84200 0.0080591 -21.4107
84400 0.00866954 -14.7515
84600 0.00808705 -17.7357
84800 0.00972991 -23.3098
85000 0.00883944 -27.8251
85200 0.00926953 -27.1648
85400 0.00803427 -31.4206
85600 0.00766131 -29.0839
85800 0.00839966 -21.7868
86000 0.00903565 -26.7855
86200 0.00805448 -19.6183
86400 0.00832626 -30.3424
86600 0.00918687 -23.6508
86800 0.0092547 -26.3328
87000 0.00795623 -20.2849
87200 0.00825221 -29.8238
87400 0.00830371 -31.1978
87600 0.00839108 -21.7874
87800 0.00797488 -21.7951
88000 0.00802098 -23.8741
88200 0.00793996 -24.9673
88400 0.00805224 -26.0531
88600 0.00807817 -29.6975
88800 0.00923948 -26.6039
89000 0.00836148 -29.4431
89200 0.00799371 -29.3246
89400 0.00786337 -25.5363
89600 0.00805917 -24.1555
89800 0.00808721 -26.1352
90000 0.00854896 -25.8398
90200 0.00839166 -22.1342
90400 0.0077763 -26.311
90600 0.00845912 -26.8191
90800 0.00769468 -27.1836
91000 0.0091437 -28.2559
91200 0.00746467 -31.3381
91400 0.00786308 -26.7052
91600 0.00887898 -26.1055
91800 0.00803176 -26.5705
92000 0.00858685 -20.5487
92200 0.00858984 -19.241
92400 0.00884934 -23.5384
92600 0.00852874 -24.9249
92800 0.00836342 -23.109
