# Step  P_inst  U_inst
0 0.0523243 -1398.07
100 0.0505826 -1399.35
200 0.432998 -1385.87
300 0.426434 -1382.22
400 0.0363643 -1381.99
500 0.80694 -1359.04
600 -0.112075 -1405.99
700 0.137331 -1397.15
800 0.213619 -1393.79
900 0.48515 -1383.86
1000 0.785051 -1351.84
1100 0.397839 -1377.72
1200 0.234479 -1379.23
1300 -0.368479 -1411.8
1400 0.456432 -1371.25
1500 0.272859 -1387.72
1600 -0.0388855 -1405.46
1700 0.364415 -1381.13
1800 0.631629 -1379.46
1900 0.0534974 -1393.43
2000 0.0659764 -1400.51
2100 -0.0941612 -1404.57
2200 0.177467 -1384.53
2300 0.0715632 -1388.32
2400 0.442836 -1371.08
2500 -0.1356 -1401.78
2600 0.349532 -1382.08
2700 0.0576507 -1396.64
2800 0.104818 -1390.71
2900 0.248587 -1391.28
3000 0.177904 -1386.18
3100 0.232356 -1391.28
3200 -0.125612 -1407.92
3300 0.129352 -1387.05
3400 0.717699 -1361.25
3500 0.121223 -1393.36
3600 0.286198 -1382.63
3700 0.00543107 -1393.12
3800 0.150757 -1394.17
3900 0.131694 -1390.15
4000 0.34682 -1387.58
4100 0.0518402 -1407.24
4200 0.0560692 -1393.77
4300 0.163079 -1388.14
4400 0.147566 -1384.85
4500 0.124265 -1393.06
4600 0.217265 -1405.11
4700 0.00209201 -1402.89
4800 -0.250846 -1413.87
4900 -0.113212 -1404.11
5000 -0.0454914 -1391.74
5100 0.161477 -1388.17
5200 0.104957 -1391.94
5300 0.281341 -1385.07
5400 0.32709 -1376.38
5500 0.000810994 -1397.54
5600 0.215908 -1390.97
5700 0.249956 -1387.31
5800 0.709799 -1359.47
5900 0.376582 -1367.19
6000 0.0799329 -1393.82
6100 -0.0557775 -1408.68
6200 0.0890262 -1399.23
6300 0.352167 -1379.1
6400 0.105309 -1391.46
6500 0.488585 -1380.87
6600 0.319264 -1379.01
6700 0.0679508 -1393.36
6800 0.11481 -1397.57
6900 -0.0967215 -1400.99
7000 0.382858 -1374.93
7100 -0.0976701 -1399.04
7200 0.00620449 -1392.73
7300 0.366568 -1385.3
7400 -0.104142 -1398.68
7500 0.179141 -1398.38
7600 0.199655 -1392.25
7700 0.120941 -1398.89
7800 0.00104518 -1399.35
7900 0.216566 -1393.07
8000 0.503859 -1373.77
8100 0.489748 -1371.76
8200 0.344629 -1380.85
8300 0.0814416 -1393.41
8400 -0.0710651 -1402.51
8500 0.771898 -1358.93
8600 0.0594485 -1397.97
8700 0.430836 -1379.72
8800 -0.251826 -1407.77
8900 -0.0579971 -1397.54
9000 -0.302108 -1411.25
9100 -0.145767 -1408.82
9200 0.147163 -1382.75
9300 0.361813 -1381.36
9400 -0.0342874 -1403.68
9500 0.00585514 -1389.32
9600 0.218658 -1380.86
9700 0.271165 -1393.42
9800 0.0664462 -1390.89
9900 -0.00270492 -1396.06
10000 -0.0434747 -1398.11
10100 0.274446 -1386.76
10200 0.650351 -1372.87
10300 0.315304 -1393.81
10400 -0.00465095 -1399.28
10500 0.213087 -1385.03
10600 0.263362 -1389.55
10700 0.052261 -1397.92
10800 -0.0665743 -1402.91
10900 -0.0426515 -1394.02
11000 0.061227 -1400.09
11100 0.192125 -1380.75
11200 0.320765 -1390.56
11300 0.636683 -1368.38
11400 0.220787 -1381.77
11500 -0.431082 -1417.18
11600 0.00495442 -1395.09
11700 -0.27243 -1404.44
