# Step  P_inst  U_inst
0 0.00373084 -13.0062
200 0.00382491 -12.9164
400 0.00400194 -10.7916
600 0.00373621 -11.8944
800 0.00372853 -12.4681
1000 0.00374179 -11.2993
1200 0.00374785 -15.3633
1400 0.00387572 -8.79874
1600 0.00428407 -10.8714
1800 0.00377178 -14.2019
2000 0.00385515 -12.4835
2200 0.00391579 -12.076
2400 0.00370625 -13.1776
2600 0.00376047 -16.4375
2800 0.00365929 -17.9114
3000 0.00375338 -17.8168
3200 0.00382322 -11.1268
3400 0.00383429 -15.9275
3600 0.00434318 -7.75364
3800 0.00379656 -11.9049
4000 0.00372093 -13.418
4200 0.00370008 -12.8967
4400 0.00375805 -11.9556
4600 0.00377132 -10.2849
4800 0.00373657 -11.3554
5000 0.00377441 -13.7968
5200 0.00381489 -12.9422
5400 0.00418707 -10.1376
5600 0.00375446 -11.9077
5800 0.00370992 -13.4567
6000 0.00382369 -14.4547
6200 0.00388828 -13.6666
6400 0.00374268 -14.1885
6600 0.00387758 -15.3717
6800 0.00391235 -15.9006
7000 0.00377169 -15.256
7200 0.00428392 -16.931
7400 0.00392187 -14.269
7600 0.00378812 -15.4954
7800 0.00377906 -15.4182
8000 0.00366051 -18.353
8200 0.00375727 -14.0381
8400 0.00415371 -10.683
8600 0.00396848 -9.01764
8800 0.00364867 -16.5625
9000 0.00415285 -12.099
9200 0.00401264 -15.0157
9400 0.00432512 -12.6552
9600 0.00412969 -13.7547
9800 0.00412123 -16.9658
10000 0.00387845 -15.154
10200 0.00418822 -11.1025
10400 0.00356817 -17.3477
10600 0.00382374 -14.2128
10800 0.00405411 -17.2329
11000 0.00406618 -12.0586
11200 0.00378042 -10.9923
11400 0.00373021 -11.696
11600 0.00389106 -13.7745
11800 0.00411248 -13.3626
12000 0.00375935 -13.911
12200 0.00403097 -10.5778
12400 0.00383634 -12.704
12600 0.00384823 -15.2941
12800 0.00376574 -13.9176
13000 0.00392361 -9.13956
13200 0.00400477 -13.0034
13400 0.00388085 -14.9404
13600 0.00370821 -14.5794
13800 0.00402094 -10.5021
14000 0.00377712 -12.6486
14200 0.00400578 -12.0705
14400 0.00385673 -12.0866
14600 0.00394478 -13.2247
