# T rho P Z beta_mu_total U_per_particle
1.12 0.13 0.07256536439 0.4983884917 -3.025023898 -1.131361162
1.12 0.13 0.07291177302 0.5007676718 -3.023340877 -1.133297973
1.12 0.13 0.07282931876 0.5002013651 -3.023335989 -1.128311672
1.12 0.13 0.07276198939 0.4997389381 -3.025083836 -1.134660838
1.12 0.13 0.07254823038 0.4982708131 -3.025338646 -1.136218013
1.12 0.13 0.07272818513 0.499506766 -3.025061409 -1.132922716
1.12 0.13 0.07264940616 0.4989657016 -3.025656874 -1.134751817
1.12 0.13 0.07236866101 0.4970375069 -3.02421633 -1.141187456
1.12 0.13 0.07355259909 0.5051689498 -3.02381043 -1.129424144
1.12 0.13 0.07286909194 0.5004745326 -3.025021705 -1.134454783
1.12 0.13 0.07264675982 0.4989475262 -3.024741016 -1.132658063
1.12 0.13 0.07274484424 0.499621183 -3.024138627 -1.137136886
1.12 0.13 0.07276631225 0.4997686281 -3.021759477 -1.130426242
1.12 0.13 0.07289668326 0.5006640333 -3.024379155 -1.136549257
1.12 0.13 0.07255280914 0.4983022606 -3.022760817 -1.127363828
1.12 0.13 0.07250667973 0.4979854377 -3.024974368 -1.134143324
1.12 0.13 0.0728343598 0.5002359876 -3.025180002 -1.129770119
1.12 0.13 0.07303013839 0.5015806208 -3.025673869 -1.132801345
1.12 0.13 0.07325090648 0.5030968852 -3.023767159 -1.131232412
1.12 0.13 0.07291842111 0.5008133318 -3.023913446 -1.126173089
1.12 0.13 0.07223175632 0.4960972275 -3.025192065 -1.138072565
1.12 0.13 0.07303430923 0.5016092667 -3.02491216 -1.135853479
1.12 0.13 0.07289897281 0.5006797583 -3.024665537 -1.130672785
1.12 0.13 0.07275595993 0.499697527 -3.023769907 -1.135417199
1.12 0.13 0.07251901256 0.4980701412 -3.024029885 -1.135796427
