# T rho P Z beta_mu_total U_per_particle
1.12 0.1 0.0671964 0.599968 -3.07766 -0.874353
1.12 0.1 0.0676156 0.603711 -3.08072 -0.868864
1.12 0.1 0.0679143 0.606378 -3.07795 -0.873233
1.12 0.1 0.0677658 0.605052 -3.07599 -0.870881
1.12 0.1 0.0665242 0.593966 -3.07487 -0.875153
1.12 0.1 0.067492 0.602607 -3.07603 -0.86998
1.12 0.1 0.0677 0.604465 -3.07688 -0.867826
1.12 0.1 0.0677274 0.604709 -3.07825 -0.873023
1.12 0.1 0.0669471 0.597742 -3.07608 -0.875598
1.12 0.1 0.0674766 0.60247 -3.07716 -0.873023
1.12 0.1 0.0674555 0.602281 -3.07613 -0.873032
1.12 0.1 0.0677572 0.604975 -3.07872 -0.873518
1.12 0.1 0.0682591 0.609456 -3.07728 -0.86834
1.12 0.1 0.0675039 0.602714 -3.07914 -0.874914
1.12 0.1 0.0679523 0.606717 -3.07582 -0.868525
1.12 0.1 0.0675162 0.602823 -3.07627 -0.878102
1.12 0.1 0.0676679 0.604178 -3.07636 -0.870888
1.12 0.1 0.0673635 0.60146 -3.07788 -0.875067
1.12 0.1 0.067094 0.599054 -3.07775 -0.874288
1.12 0.1 0.0675012 0.60269 -3.07593 -0.874932
