# step   N   rho   U
0 205 0.597668 -802.487
50 205 0.597668 -800.116
100 206 0.600583 -800.711
150 203 0.591837 -780.605
200 201 0.586006 -772.4
250 201 0.586006 -775.04
300 200 0.58309 -772.599
350 200 0.58309 -774.819
400 200 0.58309 -773.579
450 200 0.58309 -775.295
500 203 0.591837 -783.657
550 204 0.594752 -789.483
600 205 0.597668 -789.741
650 204 0.594752 -786.883
700 204 0.594752 -786.8
750 202 0.588921 -777.178
800 201 0.586006 -773.978
850 197 0.574344 -749.081
900 198 0.577259 -754.671
950 198 0.577259 -755.988
1000 198 0.577259 -758.361
1050 196 0.571429 -749.31
1100 199 0.580175 -768.358
1150 200 0.58309 -770.936
1200 200 0.58309 -767.353
1250 201 0.586006 -776.309
1300 201 0.586006 -772.121
1350 201 0.586006 -779.869
1400 203 0.591837 -795.871
1450 204 0.594752 -798.941
1500 205 0.597668 -802.063
1550 203 0.591837 -787.792
1600 203 0.591837 -786.377
1650 203 0.591837 -785.249
1700 202 0.588921 -776.875
1750 202 0.588921 -772.91
1800 201 0.586006 -765.057
1850 201 0.586006 -769.073
1900 201 0.586006 -772.231
1950 201 0.586006 -774.081
2000 201 0.586006 -774.073
2050 202 0.588921 -783.732
2100 203 0.591837 -791.832
2150 202 0.588921 -787.749
2200 201 0.586006 -783.603
2250 201 0.586006 -783.416
2300 201 0.586006 -785.889
2350 201 0.586006 -788.904
2400 200 0.58309 -778.83
2450 200 0.58309 -776.79
2500 198 0.577259 -764.002
2550 196 0.571429 -752.601
2600 196 0.571429 -751.503
2650 196 0.571429 -752.359
2700 194 0.565598 -741.908
2750 194 0.565598 -742.882
2800 193 0.562682 -742.227
2850 194 0.565598 -744.87
2900 195 0.568513 -756.171
2950 196 0.571429 -761.438
3000 196 0.571429 -760.353
3050 194 0.565598 -755.391
3100 194 0.565598 -755.484
3150 194 0.565598 -752.4
3200 198 0.577259 -776.19
3250 198 0.577259 -772.556
3300 195 0.568513 -759.549
3350 196 0.571429 -766.317
3400 195 0.568513 -763.279
3450 194 0.565598 -759.578
3500 195 0.568513 -764.811
3550 195 0.568513 -763.91
3600 195 0.568513 -759.279
3650 197 0.574344 -769.851
3700 197 0.574344 -768.042
3750 198 0.577259 -771.421
3800 199 0.580175 -774.506
3850 200 0.58309 -779.414
3900 200 0.58309 -779.392
3950 199 0.580175 -775.958
4000 200 0.58309 -775.326
4050 199 0.580175 -771.414
4100 199 0.580175 -774.122
4150 197 0.574344 -761.041
4200 198 0.577259 -763.831
4250 200 0.58309 -782.939
4300 200 0.58309 -783.135
4350 201 0.586006 -791.548
