# step   N   rho   U
3700 191 0.556851 -597.681
3750 190 0.553936 -598.963
3800 190 0.553936 -603.829
3850 191 0.556851 -597.926
3900 192 0.559767 -605.944
3950 193 0.562682 -598.724
4000 194 0.565598 -601.406
4050 193 0.562682 -611.95
4100 195 0.568513 -619.21
4150 196 0.571429 -623.025
4200 193 0.562682 -611.288
4250 192 0.559767 -605.677
4300 192 0.559767 -600.168
4350 191 0.556851 -603.272
4400 193 0.562682 -614.302
4450 195 0.568513 -625.881
4500 194 0.565598 -629.428
4550 197 0.574344 -651.343
4600 195 0.568513 -634.291
4650 196 0.571429 -637.51
4700 197 0.574344 -644.582
4750 198 0.577259 -639.845
4800 198 0.577259 -647.234
4850 201 0.586006 -665.35
4900 201 0.586006 -671.03
4950 201 0.586006 -667.108
5000 201 0.586006 -669.307
5050 201 0.586006 -667.711
5100 202 0.588921 -673.21
5150 202 0.588921 -674.195
5200 201 0.586006 -672.841
5250 199 0.580175 -673.903
5300 198 0.577259 -666.42
5350 198 0.577259 -671.971
5400 197 0.574344 -666.07
5450 197 0.574344 -667.277
5500 196 0.571429 -650.174
5550 193 0.562682 -638.717
5600 192 0.559767 -636.106
5650 194 0.565598 -645.222
5700 192 0.559767 -640.799
5750 192 0.559767 -639.227
5800 190 0.553936 -629.147
5850 193 0.562682 -654.29
5900 194 0.565598 -660.74
5950 194 0.565598 -656.782
6000 192 0.559767 -642.845
6050 192 0.559767 -643.287
6100 194 0.565598 -648.293
6150 195 0.568513 -649.62
6200 194 0.565598 -642.71
6250 192 0.559767 -635.004
6300 192 0.559767 -632.164
6350 192 0.559767 -632.553
6400 191 0.556851 -624.986
6450 194 0.565598 -629.071
6500 194 0.565598 -627.364
6550 192 0.559767 -625.892
6600 191 0.556851 -623.614
6650 190 0.553936 -618.541
6700 190 0.553936 -612.595
6750 192 0.559767 -625.132
6800 191 0.556851 -617.272
6850 193 0.562682 -623.887
6900 193 0.562682 -629.572
6950 195 0.568513 -635.881
7000 196 0.571429 -644.949
7050 195 0.568513 -639.08
7100 197 0.574344 -629.792
7150 195 0.568513 -629.496
7200 195 0.568513 -629.33
7250 193 0.562682 -622.842
7300 191 0.556851 -617.472
7350 190 0.553936 -619.362
7400 189 0.55102 -610.143
7450 189 0.55102 -610.875
7500 188 0.548105 -602.392
7550 188 0.548105 -600.358
7600 187 0.54519 -599.925
7650 186 0.542274 -581.468
7700 185 0.539359 -578.953
7750 186 0.542274 -568.535
7800 188 0.548105 -571.49
7850 190 0.553936 -583.583
7900 188 0.548105 -585.65
7950 188 0.548105 -588.102
8000 190 0.553936 -599.704
8050 191 0.556851 -604.273
8100 190 0.553936 -600.315
8150 191 0.556851 -600.93
8200 192 0.559767 -603.116
8250 191 0.556851 -588.379
8300 188 0.548105 -579.68
8350 190 0.553936 -589.623
8400 190 0.553936 -596.449
8450 189 0.55102 -582.336
8500 189 0.55102 -584.061
8550 191 0.556851 -587.069
8600 188 0.548105 -584.505
8650 188 0.548105 -587.288
8700 188 0.548105 -596.9
8750 189 0.55102 -599.878
8800 188 0.548105 -596.314
8850 189 0.55102 -602.247
8900 188 0.548105 -595.738
8950 190 0.553936 -598.453
9000 189 0.55102 -588.042
9050 185 0.539359 -580.021
9100 184 0.536443 -572.951
9150 185 0.539359 -579.353
9200 185 0.539359 -580.287
9250 184 0.536443 -577.168
9300 185 0.539359 -574.551
9350 187 0.54519 -572.784
9400 185 0.539359 -563.741
9450 185 0.539359 -560.028
9500 185 0.539359 -561.185
9550 182 0.530612 -544.621
9600 183 0.533528 -549.667
9650 182 0.530612 -543.78
9700 185 0.539359 -549.194
9750 183 0.533528 -552.298
9800 182 0.530612 -546.602
9850 183 0.533528 -542.755
9900 182 0.530612 -540.426
9950 180 0.524781 -531.774
10000 177 0.516035 -512.448
10050 179 0.521866 -520.341
10100 177 0.516035 -509.573
10150 180 0.524781 -520.195
10200 177 0.516035 -508.002
10250 179 0.521866 -523.258
10300 180 0.524781 -526.308
10350 178 0.51895 -528.683
10400 177 0.516035 -531.843
10450 179 0.521866 -547.496
10500 178 0.51895 -540.297
10550 179 0.521866 -545.152
10600 178 0.51895 -535.953
10650 176 0.51312 -525.052
10700 177 0.516035 -529.473
10750 176 0.51312 -527.261
10800 177 0.516035 -533.788
10850 180 0.524781 -542.6
10900 181 0.527697 -544.539
10950 184 0.536443 -560.89
11000 185 0.539359 -557.617
11050 183 0.533528 -555.103
11100 184 0.536443 -551.415
11150 183 0.533528 -557.825
11200 182 0.530612 -553.598
11250 181 0.527697 -552.384
11300 184 0.536443 -557.648
11350 182 0.530612 -549.899
11400 181 0.527697 -545.485
11450 182 0.530612 -547.601
11500 183 0.533528 -548.826
11550 183 0.533528 -549.776
11600 181 0.527697 -547.781
11650 185 0.539359 -567.29
11700 183 0.533528 -560.58
11750 186 0.542274 -569.69
11800 185 0.539359 -567.455
11850 184 0.536443 -564.512
11900 183 0.533528 -563.29
11950 183 0.533528 -553.559
12000 181 0.527697 -542.658
12050 182 0.530612 -550.89
12100 183 0.533528 -564.8
12150 183 0.533528 -567.921
12200 180 0.524781 -553.538
12250 179 0.521866 -545.261
12300 178 0.51895 -546.935
12350 177 0.516035 -539.908
12400 176 0.51312 -536.487
12450 178 0.51895 -543.123
12500 178 0.51895 -539.258
12550 179 0.521866 -546.275
12600 181 0.527697 -551.935
12650 179 0.521866 -545.045
12700 177 0.516035 -534.167
12750 174 0.507289 -508.824
12800 174 0.507289 -499.244
12850 174 0.507289 -500.171
12900 172 0.501458 -489.017
12950 170 0.495627 -473.974
13000 167 0.48688 -473.596
13050 164 0.478134 -463.034
13100 164 0.478134 -461.438
13150 167 0.48688 -472.085
13200 168 0.489796 -476.732
13250 168 0.489796 -483.086
13300 169 0.492711 -487.624
13350 168 0.489796 -476.857
13400 169 0.492711 -482.971
13450 171 0.498542 -492.841
13500 170 0.495627 -484.896
13550 171 0.498542 -497.301
13600 171 0.498542 -498.551
13650 169 0.492711 -484.023
13700 170 0.495627 -489.283
13750 170 0.495627 -486.09
13800 174 0.507289 -501.642
13850 172 0.501458 -484.347
13900 170 0.495627 -474.326
13950 170 0.495627 -480.585
14000 172 0.501458 -481.46
14050 170 0.495627 -477.649
14100 170 0.495627 -469.097
14150 170 0.495627 -475.384
14200 169 0.492711 -476.613
14250 172 0.501458 -489.631
14300 172 0.501458 -489.863
14350 175 0.510204 -499.004
14400 174 0.507289 -493.123
14450 172 0.501458 -492.684
14500 174 0.507289 -499.819
14550 174 0.507289 -493.569
14600 175 0.510204 -498.945
14650 179 0.521866 -508.403
14700 176 0.51312 -488.885
14750 177 0.516035 -487.401
14800 177 0.516035 -492.419
14850 175 0.510204 -502.639
14900 175 0.510204 -500.255
14950 174 0.507289 -496.502
15000 175 0.510204 -510.948
15050 174 0.507289 -519.737
15100 177 0.516035 -533.063
15150 176 0.51312 -527.417
15200 178 0.51895 -527.938
15250 177 0.516035 -523.08
15300 178 0.51895 -526.944
15350 179 0.521866 -527.489
15400 180 0.524781 -523.066
15450 176 0.51312 -504.798
15500 178 0.51895 -507.515
15550 178 0.51895 -514.866
15600 179 0.521866 -503.192
15650 176 0.51312 -500.845
15700 173 0.504373 -486.419
15750 172 0.501458 -484.608
15800 172 0.501458 -470.18
15850 168 0.489796 -458.414
15900 170 0.495627 -459.59
15950 170 0.495627 -466.709
16000 170 0.495627 -461.44
16050 169 0.492711 -455.81
16100 170 0.495627 -470.461
16150 172 0.501458 -485.533
16200 172 0.501458 -482.661
16250 170 0.495627 -473.884
16300 169 0.492711 -470.261
16350 169 0.492711 -473.48
16400 170 0.495627 -474.897
16450 171 0.498542 -481.057
16500 169 0.492711 -476.172
16550 168 0.489796 -466.32
16600 171 0.498542 -486.602
16650 170 0.495627 -481.936
16700 172 0.501458 -490.042
16750 173 0.504373 -492.086
16800 175 0.510204 -493.735
16850 175 0.510204 -495.643
16900 172 0.501458 -482.555
16950 173 0.504373 -493.353
17000 174 0.507289 -499.952
17050 173 0.504373 -489.149
17100 174 0.507289 -505.105
17150 174 0.507289 -506.226
17200 171 0.498542 -500.093
17250 171 0.498542 -499.773
17300 171 0.498542 -503.099
17350 171 0.498542 -500.374
17400 172 0.501458 -499.946
17450 172 0.501458 -504.795
17500 172 0.501458 -503.667
17550 171 0.498542 -498.24
17600 169 0.492711 -482.265
17650 169 0.492711 -484.829
17700 168 0.489796 -468.484
17750 168 0.489796 -471.588
17800 171 0.498542 -475.865
17850 170 0.495627 -477.77
17900 170 0.495627 -480.752
17950 170 0.495627 -487.943
18000 173 0.504373 -499.494
18050 171 0.498542 -494.805
18100 172 0.501458 -494.867
18150 173 0.504373 -496.16
18200 171 0.498542 -490.931
18250 173 0.504373 -501.35
18300 173 0.504373 -496.924
18350 176 0.51312 -495.788
18400 177 0.516035 -504.368
18450 175 0.510204 -491.378
18500 175 0.510204 -489.991
18550 177 0.516035 -501.459
18600 176 0.51312 -502.042
18650 181 0.527697 -528.775
18700 180 0.524781 -528.231
18750 180 0.524781 -521.371
18800 179 0.521866 -534.81
18850 177 0.516035 -525.722
18900 179 0.521866 -530.67
18950 177 0.516035 -523.653
19000 178 0.51895 -526.804
19050 177 0.516035 -524.089
19100 178 0.51895 -530.235
19150 178 0.51895 -526.844
19200 178 0.51895 -517.306
19250 180 0.524781 -522.128
19300 174 0.507289 -490.381
19350 173 0.504373 -485.37
19400 172 0.501458 -487.589
19450 169 0.492711 -479.425
19500 170 0.495627 -481.35
19550 170 0.495627 -475.626
19600 173 0.504373 -486.559
19650 176 0.51312 -497.339
19700 177 0.516035 -503.134
19750 175 0.510204 -501.692
19800 173 0.504373 -497.038
19850 174 0.507289 -501.44
19900 176 0.51312 -515.774
19950 174 0.507289 -509.83
20000 176 0.51312 -522.382
20050 177 0.516035 -532.092
20100 178 0.51895 -531.417
20150 177 0.516035 -523.797
20200 180 0.524781 -534.934
20250 182 0.530612 -551.431
20300 184 0.536443 -569.305
20350 182 0.530612 -568.359
20400 185 0.539359 -583.556
20450 185 0.539359 -578.598
20500 185 0.539359 -578.111
20550 186 0.542274 -588.042
20600 186 0.542274 -583.776
20650 184 0.536443 -569.986
20700 185 0.539359 -574.455
20750 187 0.54519 -584.425
20800 188 0.548105 -574.369
20850 188 0.548105 -566.578
20900 190 0.553936 -576.612
20950 189 0.55102 -570.544
21000 188 0.548105 -585.776
21050 189 0.55102 -586.374
21100 190 0.553936 -588.469
21150 194 0.565598 -609.047
21200 192 0.559767 -609.827
21250 192 0.559767 -605.288
21300 191 0.556851 -609.36
21350 189 0.55102 -597.363
21400 187 0.54519 -590.02
21450 188 0.548105 -581.624
21500 188 0.548105 -583.01
21550 188 0.548105 -582.302
21600 188 0.548105 -577.422
21650 188 0.548105 -573.847
21700 188 0.548105 -570.085
21750 187 0.54519 -575.088
21800 187 0.54519 -576.4
21850 186 0.542274 -571.658
21900 184 0.536443 -565.05
21950 183 0.533528 -557.412
22000 184 0.536443 -565.062
22050 185 0.539359 -562.412
22100 184 0.536443 -564.496
22150 186 0.542274 -571.548
22200 186 0.542274 -573.061
22250 186 0.542274 -573.804
22300 186 0.542274 -565.69
22350 186 0.542274 -564.766
22400 186 0.542274 -563.96
22450 183 0.533528 -559.504
22500 183 0.533528 -559.86
22550 184 0.536443 -561.288
22600 184 0.536443 -558.04
22650 182 0.530612 -544.908
22700 185 0.539359 -564.883
22750 185 0.539359 -568.696
22800 180 0.524781 -554.895
22850 184 0.536443 -572.555
22900 186 0.542274 -583.712
22950 187 0.54519 -587.605
23000 186 0.542274 -582.312
23050 187 0.54519 -592.478
23100 185 0.539359 -587.333
23150 185 0.539359 -590.25
23200 186 0.542274 -595.24
23250 186 0.542274 -593.395
23300 189 0.55102 -600.837
23350 189 0.55102 -602.001
23400 190 0.553936 -600.932
23450 191 0.556851 -603.592
23500 192 0.559767 -609.57
23550 189 0.55102 -596.536
23600 191 0.556851 -594.677
23650 189 0.55102 -586.804
23700 189 0.55102 -593.565
23750 190 0.553936 -597.381
23800 187 0.54519 -593.721
23850 186 0.542274 -590.367
23900 183 0.533528 -579.383
23950 186 0.542274 -585.081
24000 184 0.536443 -584.678
24050 185 0.539359 -584.352
24100 189 0.55102 -588.147
24150 188 0.548105 -589.211
24200 187 0.54519 -579.122
24250 189 0.55102 -588.01
24300 187 0.54519 -580.994
24350 187 0.54519 -580.774
24400 188 0.548105 -581.447
24450 187 0.54519 -575.317
24500 189 0.55102 -581.799
24550 188 0.548105 -588.864
24600 186 0.542274 -585.555
24650 188 0.548105 -577.428
24700 188 0.548105 -582.152
24750 187 0.54519 -591.54
24800 188 0.548105 -581.419
24850 188 0.548105 -580.301
24900 189 0.55102 -573.487
24950 190 0.553936 -575.146
25000 186 0.542274 -558.875
25050 188 0.548105 -566.218
25100 186 0.542274 -563.379
25150 187 0.54519 -574.014
25200 187 0.54519 -579.426
25250 188 0.548105 -593.237
25300 188 0.548105 -593.106
25350 188 0.548105 -586.003
25400 187 0.54519 -584.204
25450 186 0.542274 -579.77
25500 184 0.536443 -572.655
25550 186 0.542274 -577.369
25600 186 0.542274 -575.32
25650 185 0.539359 -561.864
25700 184 0.536443 -566.393
25750 185 0.539359 -565.28
25800 186 0.542274 -569.233
25850 187 0.54519 -576.376
25900 185 0.539359 -562.888
25950 184 0.536443 -562.944
26000 183 0.533528 -559.224
26050 184 0.536443 -562.959
26100 184 0.536443 -558.924
26150 186 0.542274 -563.687
26200 186 0.542274 -574.045
26250 186 0.542274 -569.818
26300 183 0.533528 -556.114
26350 180 0.524781 -540.452
26400 180 0.524781 -540.025
26450 180 0.524781 -534.097
26500 179 0.521866 -534.268
26550 179 0.521866 -531.532
26600 178 0.51895 -521.549
26650 179 0.521866 -519.512
26700 178 0.51895 -505.549
26750 176 0.51312 -503.869
26800 175 0.510204 -503.155
26850 174 0.507289 -502.029
26900 172 0.501458 -497.796
26950 174 0.507289 -515.345
27000 174 0.507289 -509.678
27050 175 0.510204 -515.769
27100 175 0.510204 -519.94
27150 174 0.507289 -514.329
27200 175 0.510204 -515.624
27250 173 0.504373 -506.344
27300 172 0.501458 -502.036
27350 173 0.504373 -498.966
27400 171 0.498542 -493.384
27450 170 0.495627 -493.578
27500 171 0.498542 -497.98
27550 174 0.507289 -516.357
27600 175 0.510204 -524.753
27650 177 0.516035 -520.407
27700 178 0.51895 -519.193
27750 177 0.516035 -515.533
27800 177 0.516035 -528.217
27850 178 0.51895 -534.399
27900 178 0.51895 -537.809
27950 178 0.51895 -540.579
28000 180 0.524781 -540.184
28050 179 0.521866 -535.548
28100 179 0.521866 -533.97
28150 180 0.524781 -533.766
28200 180 0.524781 -532.742
28250 178 0.51895 -524.429
28300 177 0.516035 -519.034
28350 176 0.51312 -513.901
28400 177 0.516035 -518.106
28450 176 0.51312 -519.436
28500 177 0.516035 -524.458
28550 179 0.521866 -529.717
28600 179 0.521866 -525.624
28650 182 0.530612 -538.729
28700 182 0.530612 -543.078
28750 182 0.530612 -544.23
28800 181 0.527697 -545.583
28850 181 0.527697 -550.493
28900 181 0.527697 -553.235
28950 181 0.527697 -548.14
29000 181 0.527697 -552.332
29050 180 0.524781 -555.409
29100 178 0.51895 -536.529
29150 180 0.524781 -552.988
29200 185 0.539359 -573.186
29250 184 0.536443 -573.886
29300 185 0.539359 -579.077
29350 185 0.539359 -582.144
29400 184 0.536443 -574.572
29450 184 0.536443 -565.006
29500 184 0.536443 -559.706
29550 182 0.530612 -558.002
29600 184 0.536443 -568.273
29650 184 0.536443 -573.798
29700 181 0.527697 -558.339
29750 183 0.533528 -571.115
29800 182 0.530612 -568.831
29850 184 0.536443 -576.07
29900 184 0.536443 -577.71
29950 187 0.54519 -585.871
30000 189 0.55102 -604.503
30050 188 0.548105 -589.355
30100 188 0.548105 -590.169
30150 187 0.54519 -593.578
30200 188 0.548105 -599.068
30250 186 0.542274 -585.941
30300 187 0.54519 -589.449
30350 189 0.55102 -598.33
30400 190 0.553936 -599.665
30450 191 0.556851 -597.728
30500 190 0.553936 -594.884
30550 193 0.562682 -615.995
30600 192 0.559767 -606.516
30650 193 0.562682 -612.695
30700 193 0.562682 -613.743
30750 193 0.562682 -613.161
30800 196 0.571429 -622.444
30850 194 0.565598 -615.706
30900 194 0.565598 -612.277
30950 193 0.562682 -605.7
31000 195 0.568513 -617.744
31050 195 0.568513 -622.644
31100 193 0.562682 -609.955
31150 191 0.556851 -599.901
31200 190 0.553936 -591.711
31250 190 0.553936 -586.004
31300 186 0.542274 -578.694
31350 186 0.542274 -574.686
31400 187 0.54519 -574.255
31450 186 0.542274 -575.458
31500 188 0.548105 -588.998
31550 187 0.54519 -583.561
31600 187 0.54519 -583.643
31650 186 0.542274 -576.366
31700 184 0.536443 -569.542
31750 184 0.536443 -570.125
31800 186 0.542274 -573.189
31850 188 0.548105 -576.628
31900 186 0.542274 -568.742
31950 187 0.54519 -579.452
32000 189 0.55102 -588.9
32050 191 0.556851 -592.542
32100 189 0.55102 -596.769
32150 191 0.556851 -605.668
32200 190 0.553936 -603.564
32250 193 0.562682 -618.997
32300 193 0.562682 -626.286
32350 193 0.562682 -628.718
32400 193 0.562682 -625.588
32450 188 0.548105 -611.067
32500 189 0.55102 -612.713
32550 190 0.553936 -614.652
32600 190 0.553936 -603.727
32650 191 0.556851 -613.881
32700 192 0.559767 -619.436
32750 193 0.562682 -623.685
32800 191 0.556851 -607.688
32850 190 0.553936 -606.449
32900 191 0.556851 -611.124
32950 191 0.556851 -616.588
33000 187 0.54519 -594.664
33050 188 0.548105 -601.943
33100 189 0.55102 -607.297
33150 189 0.55102 -617.307
33200 190 0.553936 -621.109
33250 188 0.548105 -606.973
33300 186 0.542274 -605.615
33350 188 0.548105 -602.137
33400 188 0.548105 -600.356
33450 188 0.548105 -604.004
33500 187 0.54519 -588.037
33550 187 0.54519 -586.502
33600 188 0.548105 -585.939
33650 184 0.536443 -578.674
33700 183 0.533528 -576.741
33750 183 0.533528 -575.17
33800 182 0.530612 -572.741
33850 182 0.530612 -571.333
33900 183 0.533528 -577.688
33950 184 0.536443 -575.48
34000 183 0.533528 -575.697
34050 183 0.533528 -563.57
34100 181 0.527697 -560.575
34150 180 0.524781 -554.029
34200 182 0.530612 -557.328
34250 181 0.527697 -550.298
34300 182 0.530612 -552.125
34350 181 0.527697 -556.492
34400 180 0.524781 -558.337
34450 182 0.530612 -570.715
34500 181 0.527697 -564.953
34550 183 0.533528 -573.037
34600 183 0.533528 -564.927
34650 183 0.533528 -555.083
34700 183 0.533528 -563.805
34750 182 0.530612 -559.337
34800 182 0.530612 -562.049
34850 181 0.527697 -556.083
34900 182 0.530612 -561.271
34950 181 0.527697 -557.038
35000 181 0.527697 -549.393
35050 183 0.533528 -561.712
35100 179 0.521866 -547.224
35150 177 0.516035 -540.817
35200 176 0.51312 -534.723
35250 178 0.51895 -526.143
35300 179 0.521866 -530.733
35350 178 0.51895 -535.834
35400 179 0.521866 -534.002
35450 182 0.530612 -539.71
35500 183 0.533528 -550.403
35550 180 0.524781 -534.829
35600 177 0.516035 -527.536
35650 179 0.521866 -532.098
35700 179 0.521866 -530.096
35750 179 0.521866 -527.491
35800 179 0.521866 -531.291
35850 178 0.51895 -524.843
35900 178 0.51895 -527.717
35950 179 0.521866 -535.415
36000 180 0.524781 -541.359
36050 180 0.524781 -543.715
36100 180 0.524781 -532.469
36150 180 0.524781 -537.435
36200 180 0.524781 -542.237
36250 182 0.530612 -555.527
36300 182 0.530612 -559.272
36350 180 0.524781 -548.121
36400 181 0.527697 -548.089
36450 179 0.521866 -531.454
36500 178 0.51895 -521.501
36550 178 0.51895 -524.331
36600 176 0.51312 -504.876
36650 173 0.504373 -495.667
36700 172 0.501458 -497.342
36750 177 0.516035 -524.427
36800 177 0.516035 -517.532
36850 175 0.510204 -509.803
36900 175 0.510204 -521.191
36950 176 0.51312 -533.098
37000 177 0.516035 -525.087
37050 175 0.510204 -521.006
37100 170 0.495627 -500.812
37150 172 0.501458 -509.721
37200 173 0.504373 -525.307
37250 173 0.504373 -523.346
37300 174 0.507289 -532.412
37350 177 0.516035 -546.469
37400 181 0.527697 -557.576
37450 180 0.524781 -552.91
37500 182 0.530612 -555.067
37550 183 0.533528 -559.618
37600 187 0.54519 -583.651
37650 187 0.54519 -572.336
37700 186 0.542274 -577.469
37750 186 0.542274 -575.614
37800 186 0.542274 -574.228
37850 186 0.542274 -576.471
37900 186 0.542274 -581.037
37950 187 0.54519 -586.907
38000 185 0.539359 -580.383
38050 183 0.533528 -575.565
38100 183 0.533528 -582.166
38150 183 0.533528 -572.262
38200 184 0.536443 -572.743
38250 186 0.542274 -580.211
38300 186 0.542274 -583.334
38350 186 0.542274 -582.786
38400 184 0.536443 -574.462
38450 185 0.539359 -581.122
38500 182 0.530612 -566.406
38550 183 0.533528 -568.668
38600 183 0.533528 -572.351
38650 185 0.539359 -568.423
38700 184 0.536443 -560.146
38750 184 0.536443 -555.527
38800 185 0.539359 -559.882
38850 187 0.54519 -561.332
38900 186 0.542274 -566.186
38950 186 0.542274 -573.049
39000 186 0.542274 -569.173
39050 188 0.548105 -586.116
39100 187 0.54519 -583.415
39150 184 0.536443 -574.474
39200 185 0.539359 -566.946
39250 185 0.539359 -560.542
39300 184 0.536443 -552.187
39350 186 0.542274 -552.673
39400 185 0.539359 -553.36
39450 186 0.542274 -556.325
39500 184 0.536443 -559.266
39550 183 0.533528 -552.648
39600 186 0.542274 -571.118
39650 184 0.536443 -571.157
39700 180 0.524781 -561.952
39750 181 0.527697 -562.708
39800 182 0.530612 -574.036
39850 182 0.530612 -569.736
39900 182 0.530612 -572.013
39950 182 0.530612 -566.197
40000 182 0.530612 -563.415
40050 179 0.521866 -551.876
40100 180 0.524781 -558.595
40150 179 0.521866 -559.649
40200 181 0.527697 -570.26
40250 181 0.527697 -567.398
40300 182 0.530612 -571.04
40350 182 0.530612 -568.359
40400 182 0.530612 -566.87
40450 182 0.530612 -570.084
40500 182 0.530612 -563.673
40550 182 0.530612 -564.999
40600 181 0.527697 -562.538
40650 179 0.521866 -556.19
40700 176 0.51312 -536.931
40750 175 0.510204 -529.786
40800 174 0.507289 -521.696
40850 174 0.507289 -522.318
40900 173 0.504373 -517.584
40950 173 0.504373 -513.935
41000 175 0.510204 -520.454
41050 175 0.510204 -519.243
41100 174 0.507289 -515.815
41150 172 0.501458 -505.581
41200 171 0.498542 -499.785
41250 170 0.495627 -489.925
41300 173 0.504373 -503.869
41350 172 0.501458 -502.068
41400 172 0.501458 -507.175
41450 172 0.501458 -500.359
41500 173 0.504373 -504.115
41550 175 0.510204 -511.415
41600 175 0.510204 -512.731
41650 176 0.51312 -515.427
41700 175 0.510204 -521.279
41750 175 0.510204 -521.148
41800 176 0.51312 -522.538
41850 179 0.521866 -538.197
41900 183 0.533528 -559.252
41950 183 0.533528 -563.973
42000 183 0.533528 -564.705
42050 182 0.530612 -559.62
42100 182 0.530612 -558.007
42150 182 0.530612 -548.593
42200 183 0.533528 -554.903
42250 183 0.533528 -553.628
42300 184 0.536443 -555.745
42350 184 0.536443 -551.74
42400 184 0.536443 -555.03
42450 185 0.539359 -557.583
42500 186 0.542274 -562.823
42550 185 0.539359 -561.025
42600 186 0.542274 -567.33
42650 187 0.54519 -572.499
42700 188 0.548105 -593.217
42750 188 0.548105 -591.023
42800 186 0.542274 -576.85
42850 185 0.539359 -564.93
42900 183 0.533528 -554.967
42950 183 0.533528 -556.566
43000 184 0.536443 -554.365
43050 183 0.533528 -548.948
43100 184 0.536443 -542.56
43150 185 0.539359 -550.41
43200 187 0.54519 -560.188
43250 184 0.536443 -558.206
43300 183 0.533528 -549.415
43350 180 0.524781 -543.811
43400 183 0.533528 -552.26
43450 184 0.536443 -555.148
43500 184 0.536443 -538.969
43550 184 0.536443 -539.179
43600 184 0.536443 -535.493
43650 182 0.530612 -540.872
43700 184 0.536443 -548.307
43750 184 0.536443 -549.061
43800 184 0.536443 -550.895
43850 185 0.539359 -555.821
43900 184 0.536443 -554.025
43950 184 0.536443 -550.92
44000 184 0.536443 -559.373
44050 182 0.530612 -540.612
44100 185 0.539359 -550.138
44150 186 0.542274 -554.691
44200 184 0.536443 -541.157
44250 184 0.536443 -547.828
44300 183 0.533528 -542.779
44350 185 0.539359 -547.444
44400 186 0.542274 -554.891
44450 185 0.539359 -561.685
44500 182 0.530612 -540.3
44550 180 0.524781 -533.493
44600 180 0.524781 -534.181
44650 180 0.524781 -534.839
44700 182 0.530612 -540.922
44750 181 0.527697 -532.224
44800 183 0.533528 -540.079
44850 181 0.527697 -532.519
44900 182 0.530612 -530.4
44950 180 0.524781 -533.12
45000 180 0.524781 -519.982
45050 182 0.530612 -534.1
45100 181 0.527697 -525.7
45150 185 0.539359 -544.229
45200 181 0.527697 -531.803
45250 181 0.527697 -540.774
45300 182 0.530612 -549.396
45350 182 0.530612 -545.463
45400 184 0.536443 -561.662
45450 185 0.539359 -564.436
45500 185 0.539359 -571.657
45550 186 0.542274 -570.828
45600 187 0.54519 -583.656
45650 185 0.539359 -573.818
45700 184 0.536443 -572.564
45750 183 0.533528 -562.745
45800 185 0.539359 -569.144
45850 185 0.539359 -570.358
45900 185 0.539359 -561.433
45950 185 0.539359 -573.369
46000 185 0.539359 -568.72
46050 188 0.548105 -584.493
46100 185 0.539359 -564.494
46150 185 0.539359 -563.431
46200 184 0.536443 -556.457
46250 185 0.539359 -549.274
46300 186 0.542274 -550.042
46350 184 0.536443 -537.474
46400 184 0.536443 -539.169
46450 183 0.533528 -539.373
46500 181 0.527697 -534.695
46550 182 0.530612 -536.075
46600 183 0.533528 -540.833
