# step   N   rho   U
0 219 0.638484 -905.23
50 220 0.641399 -912.866
100 220 0.641399 -916.747
150 219 0.638484 -911.341
200 219 0.638484 -911.74
250 217 0.632653 -900.775
300 217 0.632653 -901.366
350 217 0.632653 -898.584
400 217 0.632653 -899.104
450 217 0.632653 -902.302
500 218 0.635569 -901.9
550 217 0.632653 -895.256
600 217 0.632653 -891.696
650 217 0.632653 -889.202
700 217 0.632653 -885.771
750 216 0.629738 -880.395
800 215 0.626822 -873.726
850 214 0.623907 -865.838
900 214 0.623907 -867.604
950 214 0.623907 -865.138
1000 213 0.620991 -862.051
1050 212 0.618076 -856.732
1100 211 0.61516 -855.016
1150 211 0.61516 -850.424
1200 211 0.61516 -852.078
1250 211 0.61516 -848.242
1300 210 0.612245 -844.769
1350 210 0.612245 -843.616
1400 210 0.612245 -841.396
1450 210 0.612245 -843.258
1500 210 0.612245 -842.117
1550 210 0.612245 -842.045
1600 210 0.612245 -842.6
1650 210 0.612245 -846.151
1700 210 0.612245 -844.477
1750 212 0.618076 -857.786
1800 212 0.618076 -856.807
1850 213 0.620991 -864.365
1900 214 0.623907 -868.731
1950 216 0.629738 -884.838
2000 214 0.623907 -874.009
2050 215 0.626822 -878.004
2100 215 0.626822 -878.523
2150 215 0.626822 -874.976
2200 215 0.626822 -877.084
2250 215 0.626822 -883.088
2300 216 0.629738 -886.767
2350 217 0.632653 -898.546
2400 217 0.632653 -900.327
2450 217 0.632653 -898.034
2500 216 0.629738 -895.158
2550 216 0.629738 -894.525
2600 216 0.629738 -894.055
2650 217 0.632653 -897.62
2700 216 0.629738 -890.365
2750 216 0.629738 -891.037
2800 217 0.632653 -893.872
2850 217 0.632653 -896.105
2900 217 0.632653 -895.885
2950 218 0.635569 -903.216
3000 219 0.638484 -910.749
3050 219 0.638484 -911.652
3100 218 0.635569 -905.013
3150 218 0.635569 -905.13
3200 218 0.635569 -905.878
3250 218 0.635569 -904.661
3300 218 0.635569 -905.686
3350 218 0.635569 -908.766
3400 217 0.632653 -905.691
3450 218 0.635569 -914.483
3500 218 0.635569 -915.83
3550 218 0.635569 -912.098
3600 218 0.635569 -912.817
3650 218 0.635569 -903.033
3700 218 0.635569 -908.683
3750 218 0.635569 -909.234
3800 219 0.638484 -911.044
3850 220 0.641399 -920.826
3900 221 0.644315 -931.507
3950 220 0.641399 -920.479
4000 220 0.641399 -916.838
4050 220 0.641399 -917.727
4100 219 0.638484 -914.64
4150 221 0.644315 -929.359
4200 220 0.641399 -917.373
4250 221 0.644315 -924.223
4300 223 0.650146 -935.97
4350 223 0.650146 -932.115
4400 223 0.650146 -933.389
4450 225 0.655977 -948.259
4500 225 0.655977 -945.925
4550 225 0.655977 -942.403
4600 225 0.655977 -942.282
4650 225 0.655977 -945.778
4700 225 0.655977 -947.565
4750 224 0.653061 -937.574
4800 224 0.653061 -938.98
4850 225 0.655977 -948.509
4900 225 0.655977 -948.469
4950 225 0.655977 -948.857
5000 225 0.655977 -949.206
5050 225 0.655977 -945.491
5100 225 0.655977 -945.597
5150 226 0.658892 -953.608
5200 226 0.658892 -949.838
5250 224 0.653061 -930.55
5300 224 0.653061 -930.748
5350 222 0.64723 -921.523
5400 221 0.644315 -919.038
5450 221 0.644315 -916.97
5500 221 0.644315 -919.746
5550 223 0.650146 -931.474
5600 223 0.650146 -931.642
5650 224 0.653061 -940.107
5700 225 0.655977 -951.789
5750 226 0.658892 -951.003
5800 225 0.655977 -945.888
5850 226 0.658892 -952.587
5900 226 0.658892 -955.658
5950 226 0.658892 -957.835
6000 227 0.661808 -967.916
6050 227 0.661808 -970.837
6100 227 0.661808 -969.353
6150 226 0.658892 -961.174
6200 226 0.658892 -966.698
6250 225 0.655977 -960.919
6300 224 0.653061 -956.618
6350 225 0.655977 -966.553
6400 224 0.653061 -958.048
6450 224 0.653061 -957.196
6500 224 0.653061 -957.855
6550 226 0.658892 -967.778
6600 226 0.658892 -966.024
6650 226 0.658892 -964.89
6700 226 0.658892 -963.518
6750 226 0.658892 -963.864
6800 225 0.655977 -955.145
6850 225 0.655977 -957.902
6900 225 0.655977 -961.281
6950 225 0.655977 -956.822
7000 225 0.655977 -956.542
7050 225 0.655977 -958.054
7100 224 0.653061 -950.648
7150 223 0.650146 -947.882
7200 223 0.650146 -943.146
7250 223 0.650146 -946.076
7300 223 0.650146 -946.153
7350 222 0.64723 -937.214
7400 222 0.64723 -931.09
7450 223 0.650146 -937.106
7500 223 0.650146 -935.149
7550 223 0.650146 -934.307
7600 223 0.650146 -934.959
7650 223 0.650146 -937.71
7700 223 0.650146 -934.744
7750 223 0.650146 -934.758
7800 222 0.64723 -930.236
7850 223 0.650146 -933.399
7900 223 0.650146 -934.66
7950 223 0.650146 -929.507
8000 224 0.653061 -934.459
8050 222 0.64723 -919.889
8100 222 0.64723 -921.112
8150 222 0.64723 -924.904
8200 222 0.64723 -925.8
8250 222 0.64723 -926.744
8300 223 0.650146 -931.994
8350 222 0.64723 -928.645
8400 222 0.64723 -932.14
8450 222 0.64723 -937.827
8500 223 0.650146 -942.542
8550 223 0.650146 -941.321
8600 222 0.64723 -934.21
8650 222 0.64723 -934.477
8700 221 0.644315 -927.581
8750 223 0.650146 -939.157
8800 223 0.650146 -932.699
8850 222 0.64723 -922.803
8900 222 0.64723 -920.034
8950 221 0.644315 -916.307
9000 221 0.644315 -915.567
9050 221 0.644315 -918.109
9100 220 0.641399 -916.843
9150 220 0.641399 -915.364
9200 220 0.641399 -915.715
9250 222 0.64723 -926.195
9300 222 0.64723 -925.724
9350 222 0.64723 -925.669
9400 222 0.64723 -928.55
9450 221 0.644315 -927.399
9500 222 0.64723 -935.913
9550 222 0.64723 -936.478
9600 221 0.644315 -926.704
9650 221 0.644315 -927.275
9700 220 0.641399 -919.446
9750 220 0.641399 -921.584
9800 220 0.641399 -920.847
9850 220 0.641399 -917.378
9900 221 0.644315 -918.543
9950 220 0.641399 -911.605
10000 222 0.64723 -926.092
10050 223 0.650146 -930.896
10100 223 0.650146 -931.571
10150 224 0.653061 -929.47
10200 224 0.653061 -932.558
10250 224 0.653061 -937.59
10300 226 0.658892 -949.275
10350 226 0.658892 -948.005
10400 226 0.658892 -948.851
10450 225 0.655977 -941.927
10500 225 0.655977 -938.259
10550 224 0.653061 -935.461
10600 224 0.653061 -938.668
10650 225 0.655977 -939.56
10700 225 0.655977 -945.182
10750 224 0.653061 -938.962
10800 225 0.655977 -948.31
10850 225 0.655977 -952.81
10900 225 0.655977 -951.498
10950 225 0.655977 -952.134
11000 225 0.655977 -958.104
11050 224 0.653061 -952.242
11100 224 0.653061 -954.317
11150 225 0.655977 -962.32
11200 225 0.655977 -963.33
11250 226 0.658892 -972.661
11300 226 0.658892 -969.669
11350 226 0.658892 -972.054
11400 226 0.658892 -970.854
11450 226 0.658892 -969.767
11500 226 0.658892 -970.52
11550 226 0.658892 -970.52
11600 226 0.658892 -967.723
11650 226 0.658892 -972.423
11700 225 0.655977 -970.585
11750 225 0.655977 -969.595
11800 226 0.658892 -976.62
11850 226 0.658892 -979.442
11900 226 0.658892 -979.71
11950 226 0.658892 -981.432
12000 226 0.658892 -982.989
12050 225 0.655977 -972.083
12100 225 0.655977 -968.997
12150 225 0.655977 -966.428
12200 225 0.655977 -968.46
12250 225 0.655977 -966.966
12300 225 0.655977 -963.992
12350 225 0.655977 -964.955
12400 227 0.661808 -973.576
12450 227 0.661808 -970.763
12500 227 0.661808 -970.202
12550 227 0.661808 -967.718
12600 228 0.664723 -973.272
12650 227 0.661808 -965.746
12700 226 0.658892 -959.296
12750 226 0.658892 -959.174
12800 226 0.658892 -962.193
12850 226 0.658892 -962.02
12900 226 0.658892 -966.77
12950 226 0.658892 -964.544
13000 225 0.655977 -951.046
13050 225 0.655977 -951.315
13100 225 0.655977 -943.992
13150 225 0.655977 -943.993
13200 225 0.655977 -948.798
13250 225 0.655977 -949.274
13300 225 0.655977 -950.84
13350 225 0.655977 -956.749
13400 225 0.655977 -955.347
13450 224 0.653061 -942.782
13500 225 0.655977 -950.219
13550 225 0.655977 -951.806
13600 225 0.655977 -949.342
13650 226 0.658892 -955.651
13700 228 0.664723 -976.93
13750 228 0.664723 -981.12
13800 227 0.661808 -970.435
13850 226 0.658892 -963.322
13900 225 0.655977 -957.115
13950 225 0.655977 -946.932
14000 225 0.655977 -943.094
14050 225 0.655977 -941.891
14100 225 0.655977 -941.568
14150 224 0.653061 -934.464
14200 224 0.653061 -934.428
14250 224 0.653061 -936.053
14300 224 0.653061 -940.889
14350 224 0.653061 -945.631
14400 225 0.655977 -947.724
14450 227 0.661808 -957.183
14500 228 0.664723 -968.634
14550 229 0.667638 -970.878
14600 228 0.664723 -973.716
14650 228 0.664723 -978.885
14700 228 0.664723 -976.315
14750 228 0.664723 -977.667
14800 228 0.664723 -980.249
