# step   N   rho   U
0 212 0.618076 -844.697
50 212 0.618076 -845.807
100 212 0.618076 -844.148
150 211 0.61516 -842.619
200 211 0.61516 -843.148
250 212 0.618076 -850
300 212 0.618076 -849.703
350 212 0.618076 -847.821
400 213 0.620991 -856.89
450 215 0.626822 -862.408
500 214 0.623907 -852.699
550 214 0.623907 -851.872
600 214 0.623907 -851.922
650 215 0.626822 -857.411
700 215 0.626822 -858.246
750 214 0.623907 -852.645
800 214 0.623907 -853.825
850 214 0.623907 -856.573
900 214 0.623907 -859.421
950 215 0.626822 -871.287
1000 216 0.629738 -871.443
1050 216 0.629738 -872.341
1100 214 0.623907 -862.022
1150 215 0.626822 -863.018
1200 215 0.626822 -861.877
1250 215 0.626822 -860.63
1300 214 0.623907 -849.743
1350 214 0.623907 -850.053
1400 214 0.623907 -851.984
1450 212 0.618076 -834.094
1500 212 0.618076 -830.402
1550 212 0.618076 -833.663
1600 212 0.618076 -833.022
1650 211 0.61516 -822.813
1700 212 0.618076 -826.467
1750 211 0.61516 -826.1
1800 210 0.612245 -822.23
1850 210 0.612245 -819.8
1900 210 0.612245 -823.576
1950 210 0.612245 -821.272
2000 210 0.612245 -824.796
2050 210 0.612245 -824.987
2100 210 0.612245 -824.642
2150 211 0.61516 -834.901
2200 211 0.61516 -837.998
2250 211 0.61516 -836.289
2300 211 0.61516 -838.358
2350 211 0.61516 -836.312
2400 211 0.61516 -832.076
2450 210 0.612245 -822.291
2500 209 0.609329 -824.441
2550 209 0.609329 -825.282
2600 210 0.612245 -833.252
2650 210 0.612245 -836.208
2700 210 0.612245 -838.036
2750 210 0.612245 -836.799
2800 210 0.612245 -837.538
2850 210 0.612245 -837.56
2900 211 0.61516 -837.855
2950 211 0.61516 -836.897
3000 211 0.61516 -834.269
3050 212 0.618076 -839.705
3100 212 0.618076 -841.437
3150 212 0.618076 -843.459
3200 213 0.620991 -849.649
3250 213 0.620991 -846.322
3300 213 0.620991 -844.053
3350 213 0.620991 -848.218
3400 214 0.623907 -856.544
3450 214 0.623907 -861.275
3500 213 0.620991 -858.476
3550 213 0.620991 -856.135
3600 213 0.620991 -853.598
3650 213 0.620991 -853.422
3700 213 0.620991 -851.745
3750 211 0.61516 -840.78
3800 211 0.61516 -840.92
3850 210 0.612245 -833.768
3900 210 0.612245 -834.822
3950 210 0.612245 -833.338
4000 211 0.61516 -843.87
4050 213 0.620991 -856.406
4100 213 0.620991 -857.287
4150 213 0.620991 -853.33
4200 213 0.620991 -851.623
4250 213 0.620991 -852.103
4300 212 0.618076 -847.708
4350 212 0.618076 -842.05
4400 212 0.618076 -843.631
4450 212 0.618076 -841.432
4500 212 0.618076 -842.725
4550 212 0.618076 -844.561
4600 212 0.618076 -842.269
4650 213 0.620991 -845.158
4700 213 0.620991 -843.26
4750 213 0.620991 -837.07
4800 213 0.620991 -834.906
4850 213 0.620991 -828.197
4900 212 0.618076 -823.527
4950 212 0.618076 -826.804
5000 212 0.618076 -825.844
5050 212 0.618076 -833.368
5100 212 0.618076 -836.736
5150 213 0.620991 -843.203
5200 213 0.620991 -843.961
5250 213 0.620991 -842.165
5300 213 0.620991 -840.668
5350 213 0.620991 -840.399
5400 213 0.620991 -839.208
5450 212 0.618076 -838.193
5500 213 0.620991 -839.885
5550 213 0.620991 -840.153
5600 213 0.620991 -839.117
5650 213 0.620991 -840.079
5700 213 0.620991 -839.801
5750 212 0.618076 -831.637
5800 212 0.618076 -829.181
5850 211 0.61516 -829.694
5900 211 0.61516 -830.381
5950 213 0.620991 -840.207
6000 213 0.620991 -839.352
6050 212 0.618076 -837.668
6100 214 0.623907 -857.581
6150 214 0.623907 -855.022
6200 212 0.618076 -842.747
6250 211 0.61516 -835.232
6300 212 0.618076 -839.017
6350 211 0.61516 -838.62
6400 211 0.61516 -839.205
6450 211 0.61516 -838.387
6500 211 0.61516 -832.381
6550 212 0.618076 -838.263
6600 212 0.618076 -836.164
6650 214 0.623907 -848.396
6700 214 0.623907 -852.929
6750 214 0.623907 -858.109
6800 214 0.623907 -864.845
6850 214 0.623907 -867.633
6900 215 0.626822 -875.603
6950 215 0.626822 -873.101
7000 216 0.629738 -881.019
7050 215 0.626822 -874.032
7100 215 0.626822 -872.572
7150 216 0.629738 -875.654
7200 214 0.623907 -865.599
7250 213 0.620991 -855.261
7300 213 0.620991 -857.912
7350 213 0.620991 -857.498
7400 212 0.618076 -852.461
7450 212 0.618076 -851.142
7500 212 0.618076 -848.508
7550 212 0.618076 -852.121
7600 212 0.618076 -850.497
7650 212 0.618076 -852.53
7700 213 0.620991 -863.292
7750 213 0.620991 -864.178
7800 213 0.620991 -861.731
7850 213 0.620991 -857.421
7900 213 0.620991 -860.632
7950 213 0.620991 -864.998
8000 213 0.620991 -864.321
8050 213 0.620991 -861.098
8100 213 0.620991 -864.547
8150 213 0.620991 -861.966
8200 211 0.61516 -852.385
8250 209 0.609329 -837.917
8300 210 0.612245 -842.174
8350 209 0.609329 -835.742
8400 210 0.612245 -840.322
8450 210 0.612245 -838.796
8500 210 0.612245 -837.434
8550 209 0.609329 -834.508
8600 208 0.606414 -831.056
8650 208 0.606414 -836.94
8700 208 0.606414 -838.142
8750 209 0.609329 -846.038
8800 209 0.609329 -844.834
8850 209 0.609329 -841.72
8900 209 0.609329 -838.286
8950 209 0.609329 -836.174
9000 209 0.609329 -834.702
9050 209 0.609329 -834.497
9100 209 0.609329 -837.247
9150 210 0.612245 -837.78
9200 210 0.612245 -839.471
9250 210 0.612245 -842.605
9300 210 0.612245 -849.039
9350 211 0.61516 -855.736
9400 211 0.61516 -855.163
9450 212 0.618076 -856.589
9500 211 0.61516 -848.555
9550 211 0.61516 -847.249
9600 211 0.61516 -846.054
9650 210 0.612245 -839.643
9700 211 0.61516 -846.08
9750 209 0.609329 -831.77
9800 208 0.606414 -822.271
9850 208 0.606414 -823.624
9900 209 0.609329 -827.449
9950 209 0.609329 -827.516
10000 210 0.612245 -830.463
10050 210 0.612245 -829.427
10100 210 0.612245 -829.21
10150 210 0.612245 -829.687
10200 211 0.61516 -834.318
10250 210 0.612245 -830.694
10300 209 0.609329 -824.095
10350 209 0.609329 -816.785
10400 209 0.609329 -821.179
10450 209 0.609329 -818.423
10500 209 0.609329 -822.091
10550 209 0.609329 -822.99
10600 209 0.609329 -820.912
10650 208 0.606414 -813.275
10700 208 0.606414 -814.779
10750 208 0.606414 -818.607
10800 207 0.603499 -808.187
10850 209 0.609329 -817.26
10900 209 0.609329 -816.034
10950 209 0.609329 -813.978
11000 209 0.609329 -811.38
11050 210 0.612245 -810.135
11100 210 0.612245 -813.66
11150 212 0.618076 -822.718
11200 211 0.61516 -822.051
11250 210 0.612245 -824.361
11300 210 0.612245 -821.079
11350 209 0.609329 -819.274
11400 209 0.609329 -819.227
11450 210 0.612245 -826.32
11500 210 0.612245 -827.845
11550 210 0.612245 -832.156
11600 210 0.612245 -832.711
11650 212 0.618076 -841.838
11700 212 0.618076 -842.162
11750 212 0.618076 -841.47
11800 212 0.618076 -846.013
11850 211 0.61516 -833.518
11900 211 0.61516 -837.329
11950 211 0.61516 -839.535
12000 209 0.609329 -828.439
12050 210 0.612245 -835.264
12100 209 0.609329 -831.84
12150 209 0.609329 -828.13
12200 209 0.609329 -826.249
12250 210 0.612245 -830.479
12300 212 0.618076 -838.07
12350 213 0.620991 -840.834
12400 214 0.623907 -851.489
12450 214 0.623907 -861.642
12500 214 0.623907 -860.498
12550 214 0.623907 -859.019
12600 214 0.623907 -858.995
12650 213 0.620991 -849.887
12700 214 0.623907 -858.239
12750 213 0.620991 -853.738
12800 213 0.620991 -859.665
12850 213 0.620991 -857.762
12900 213 0.620991 -860.868
12950 213 0.620991 -859.031
13000 213 0.620991 -862.136
13050 213 0.620991 -863.765
13100 213 0.620991 -861.917
13150 212 0.618076 -852.3
13200 213 0.620991 -860.311
13250 213 0.620991 -860.191
13300 213 0.620991 -858.32
13350 213 0.620991 -857.427
13400 213 0.620991 -855.583
13450 213 0.620991 -856.858
13500 213 0.620991 -858.432
13550 213 0.620991 -857.806
13600 213 0.620991 -857.345
13650 213 0.620991 -855.404
13700 214 0.623907 -862.858
13750 214 0.623907 -864.282
13800 214 0.623907 -867.045
13850 214 0.623907 -857.393
13900 215 0.626822 -862.64
13950 214 0.623907 -860.536
14000 214 0.623907 -862.247
14050 214 0.623907 -860.001
14100 215 0.626822 -871.262
14150 214 0.623907 -866.981
14200 215 0.626822 -873.326
14250 215 0.626822 -870.136
14300 215 0.626822 -869.143
14350 215 0.626822 -866.888
14400 215 0.626822 -862.797
14450 215 0.626822 -864.321
14500 215 0.626822 -868.64
14550 214 0.623907 -864.56
14600 214 0.623907 -866.398
14650 213 0.620991 -855.687
14700 213 0.620991 -855.975
14750 213 0.620991 -858.176
14800 214 0.623907 -863.76
14850 214 0.623907 -863.969
14900 214 0.623907 -858.886
14950 214 0.623907 -861.7
15000 214 0.623907 -860.519
15050 214 0.623907 -856.881
15100 216 0.629738 -868.414
15150 217 0.632653 -874.621
15200 217 0.632653 -875.062
15250 217 0.632653 -880.616
15300 216 0.629738 -879.114
15350 216 0.629738 -877.951
15400 216 0.629738 -874.622
15450 214 0.623907 -866.946
15500 214 0.623907 -868.174
15550 214 0.623907 -868.578
15600 214 0.623907 -867.543
15650 215 0.626822 -875.304
15700 215 0.626822 -878.917
15750 215 0.626822 -880.653
15800 215 0.626822 -882.295
15850 216 0.629738 -892.021
15900 217 0.632653 -889.175
15950 217 0.632653 -891.474
16000 219 0.638484 -901.892
16050 220 0.641399 -911.991
16100 220 0.641399 -910.49
16150 220 0.641399 -910.214
16200 221 0.644315 -918.188
16250 221 0.644315 -921.003
16300 220 0.641399 -913.533
16350 221 0.644315 -925.758
16400 221 0.644315 -926.053
16450 221 0.644315 -923.288
16500 221 0.644315 -928.792
16550 221 0.644315 -928.668
16600 221 0.644315 -929.282
16650 219 0.638484 -914.906
16700 219 0.638484 -914.94
16750 219 0.638484 -918.354
16800 219 0.638484 -919.44
16850 219 0.638484 -920.969
16900 218 0.635569 -916.545
16950 219 0.638484 -924.181
17000 219 0.638484 -928.347
17050 219 0.638484 -924.691
17100 220 0.641399 -930.328
17150 219 0.638484 -923.677
17200 219 0.638484 -921.364
17250 219 0.638484 -923.895
17300 218 0.635569 -919.324
17350 218 0.635569 -916.917
17400 218 0.635569 -914.139
17450 218 0.635569 -912.425
17500 218 0.635569 -912.936
17550 218 0.635569 -914.214
17600 220 0.641399 -927.012
17650 220 0.641399 -927.926
17700 220 0.641399 -926.376
17750 219 0.638484 -913.835
17800 219 0.638484 -914.295
17850 218 0.635569 -908.442
17900 218 0.635569 -908.353
17950 218 0.635569 -910.344
18000 218 0.635569 -912.543
18050 220 0.641399 -923.333
18100 220 0.641399 -926.778
18150 220 0.641399 -926.446
18200 220 0.641399 -925.869
18250 220 0.641399 -923.606
18300 220 0.641399 -921.748
18350 220 0.641399 -920.903
18400 220 0.641399 -921.547
18450 221 0.644315 -930.076
18500 221 0.644315 -929.073
18550 221 0.644315 -927.549
18600 222 0.64723 -931.965
18650 222 0.64723 -932.494
18700 223 0.650146 -938.069
18750 223 0.650146 -938.564
18800 223 0.650146 -939.901
18850 223 0.650146 -937.304
18900 223 0.650146 -934.155
18950 223 0.650146 -935.437
19000 223 0.650146 -935.409
19050 223 0.650146 -933.103
19100 223 0.650146 -933.624
19150 223 0.650146 -934.515
19200 223 0.650146 -937.82
19250 223 0.650146 -936.124
19300 224 0.653061 -938.868
19350 224 0.653061 -939.497
19400 224 0.653061 -940.44
19450 224 0.653061 -941.881
19500 224 0.653061 -941.467
19550 223 0.650146 -934.542
19600 222 0.64723 -931.251
19650 221 0.644315 -924.738
19700 221 0.644315 -925.699
19750 220 0.641399 -918.349
19800 220 0.641399 -916.855
19850 220 0.641399 -911.943
19900 220 0.641399 -913.114
19950 220 0.641399 -911.021
20000 221 0.644315 -912.655
20050 220 0.641399 -904.371
20100 221 0.644315 -908.803
20150 221 0.644315 -908.309
20200 221 0.644315 -910.726
20250 221 0.644315 -907.853
20300 221 0.644315 -909.241
20350 221 0.644315 -902.13
20400 221 0.644315 -906.678
20450 221 0.644315 -906.81
20500 220 0.641399 -907.114
20550 220 0.641399 -912.034
20600 220 0.641399 -906.998
20650 220 0.641399 -907.629
20700 220 0.641399 -907.618
20750 220 0.641399 -907.013
20800 220 0.641399 -906.978
20850 221 0.644315 -908.462
20900 221 0.644315 -912.558
20950 221 0.644315 -914.25
21000 220 0.641399 -908.968
21050 220 0.641399 -909.459
21100 219 0.638484 -897.856
21150 219 0.638484 -892.816
21200 219 0.638484 -895.4
21250 220 0.641399 -896.605
21300 220 0.641399 -903.892
21350 220 0.641399 -906.039
21400 220 0.641399 -907.652
21450 220 0.641399 -910.632
21500 220 0.641399 -911.267
21550 221 0.644315 -912.719
21600 221 0.644315 -911.474
21650 221 0.644315 -910.883
21700 221 0.644315 -909.396
21750 220 0.641399 -910.751
21800 221 0.644315 -906.898
21850 221 0.644315 -913.826
21900 221 0.644315 -916.9
21950 221 0.644315 -910.694
22000 221 0.644315 -906.192
22050 221 0.644315 -907.526
22100 220 0.641399 -898.907
22150 219 0.638484 -898.682
22200 218 0.635569 -900.592
22250 218 0.635569 -898.292
22300 218 0.635569 -900.32
22350 218 0.635569 -895.945
22400 218 0.635569 -892.346
22450 218 0.635569 -894.893
22500 217 0.632653 -890.482
22550 217 0.632653 -888.704
22600 217 0.632653 -886.651
22650 216 0.629738 -882.661
22700 216 0.629738 -886.297
22750 216 0.629738 -887.886
22800 216 0.629738 -890.447
22850 216 0.629738 -890.643
22900 216 0.629738 -888.689
22950 216 0.629738 -888.568
23000 215 0.626822 -879.117
23050 216 0.629738 -886.453
23100 215 0.626822 -877.18
23150 215 0.626822 -878.845
23200 214 0.623907 -877.565
23250 215 0.626822 -881.944
23300 215 0.626822 -881.488
23350 216 0.629738 -884.988
23400 217 0.632653 -899.29
23450 216 0.629738 -897.713
23500 215 0.626822 -891.307
23550 215 0.626822 -888.515
23600 215 0.626822 -886.546
23650 215 0.626822 -891.102
23700 215 0.626822 -886.848
23750 214 0.623907 -883.003
23800 213 0.620991 -874.475
23850 213 0.620991 -877.907
23900 213 0.620991 -877.348
23950 213 0.620991 -880.935
24000 214 0.623907 -883.022
24050 213 0.620991 -881.307
24100 213 0.620991 -880.01
24150 214 0.623907 -880.914
24200 214 0.623907 -877.679
24250 214 0.623907 -875.705
24300 216 0.629738 -883.117
24350 217 0.632653 -891.944
24400 217 0.632653 -891.488
24450 218 0.635569 -896.99
24500 218 0.635569 -896.431
24550 217 0.632653 -882.583
24600 217 0.632653 -884.537
24650 217 0.632653 -891.591
24700 217 0.632653 -890.018
24750 217 0.632653 -888.207
24800 217 0.632653 -888.78
24850 217 0.632653 -892.968
24900 216 0.629738 -886.799
24950 216 0.629738 -889.259
25000 216 0.629738 -885.282
25050 217 0.632653 -892.976
25100 217 0.632653 -891.55
25150 218 0.635569 -896.065
25200 218 0.635569 -897.242
25250 218 0.635569 -905.496
25300 218 0.635569 -900.84
25350 218 0.635569 -901.41
25400 218 0.635569 -900.526
25450 219 0.638484 -903.064
25500 219 0.638484 -904.323
25550 219 0.638484 -902.491
25600 219 0.638484 -901.937
25650 220 0.641399 -909.379
25700 220 0.641399 -907.773
25750 219 0.638484 -907.375
25800 218 0.635569 -899.398
25850 219 0.638484 -906.938
25900 220 0.641399 -918.757
25950 220 0.641399 -920.764
26000 221 0.644315 -927.261
26050 221 0.644315 -930.398
26100 221 0.644315 -935.881
26150 222 0.64723 -941.306
26200 220 0.641399 -925.18
26250 219 0.638484 -921.644
26300 219 0.638484 -919.753
26350 219 0.638484 -915.78
26400 218 0.635569 -914.539
26450 217 0.632653 -914.046
26500 217 0.632653 -908.491
26550 217 0.632653 -905.93
26600 216 0.629738 -897.347
26650 217 0.632653 -904.538
26700 217 0.632653 -903.548
26750 216 0.629738 -893.498
26800 216 0.629738 -895.226
26850 217 0.632653 -899.792
26900 217 0.632653 -897.819
26950 216 0.629738 -893
27000 217 0.632653 -899.309
27050 217 0.632653 -902.983
27100 217 0.632653 -906.491
27150 218 0.635569 -913.617
27200 218 0.635569 -913.337
27250 218 0.635569 -912.804
27300 219 0.638484 -921.661
27350 219 0.638484 -922.455
27400 219 0.638484 -921.619
27450 219 0.638484 -922.36
27500 218 0.635569 -913.824
27550 218 0.635569 -908.295
27600 217 0.632653 -903.844
27650 217 0.632653 -904.612
27700 217 0.632653 -905.957
27750 217 0.632653 -906.803
27800 218 0.635569 -912.921
27850 217 0.632653 -901.907
27900 217 0.632653 -898.03
27950 217 0.632653 -899.668
28000 217 0.632653 -894.091
28050 217 0.632653 -895.726
28100 217 0.632653 -894.839
28150 217 0.632653 -893.096
28200 217 0.632653 -898.694
28250 215 0.626822 -883.817
28300 215 0.626822 -886.059
28350 215 0.626822 -888.288
28400 215 0.626822 -887.356
28450 215 0.626822 -886.306
28500 215 0.626822 -888.1
28550 215 0.626822 -886.16
28600 216 0.629738 -888.234
28650 215 0.626822 -882.438
28700 215 0.626822 -882.851
28750 215 0.626822 -879.651
28800 214 0.623907 -874.905
28850 215 0.626822 -878.868
28900 216 0.629738 -886.509
28950 216 0.629738 -879.344
29000 216 0.629738 -881.337
29050 216 0.629738 -884.543
29100 215 0.626822 -881.999
29150 215 0.626822 -881.156
29200 215 0.626822 -880.032
29250 215 0.626822 -883.86
29300 216 0.629738 -888.539
29350 216 0.629738 -890.585
29400 216 0.629738 -892.326
29450 216 0.629738 -894.307
29500 216 0.629738 -895.614
29550 214 0.623907 -882.986
29600 216 0.629738 -894.561
29650 216 0.629738 -894.585
29700 217 0.632653 -895.287
29750 217 0.632653 -896.805
29800 217 0.632653 -897.126
29850 216 0.629738 -891.718
29900 216 0.629738 -891.65
29950 216 0.629738 -889.896
30000 217 0.632653 -898.434
30050 219 0.638484 -903.828
30100 220 0.641399 -912.649
30150 219 0.638484 -903.231
30200 220 0.641399 -911.554
30250 219 0.638484 -905.323
30300 220 0.641399 -907.508
30350 221 0.644315 -913.789
30400 221 0.644315 -914.297
30450 221 0.644315 -913.809
30500 221 0.644315 -916.134
30550 221 0.644315 -917.119
30600 220 0.641399 -921.785
30650 220 0.641399 -921.117
30700 219 0.638484 -910.594
30750 219 0.638484 -908.09
30800 219 0.638484 -908.213
30850 220 0.641399 -913.885
30900 220 0.641399 -913.07
30950 220 0.641399 -913.414
31000 220 0.641399 -916.655
31050 220 0.641399 -914.674
31100 218 0.635569 -899.815
31150 217 0.632653 -891.096
31200 217 0.632653 -892.713
31250 218 0.635569 -892.611
31300 218 0.635569 -895.835
31350 218 0.635569 -894.972
31400 218 0.635569 -896.246
31450 219 0.638484 -902.505
31500 217 0.632653 -900.645
31550 216 0.629738 -891.224
31600 216 0.629738 -890.52
31650 216 0.629738 -890.917
31700 216 0.629738 -887.009
31750 215 0.626822 -880.496
31800 216 0.629738 -887.368
31850 217 0.632653 -894.015
31900 217 0.632653 -897.067
31950 218 0.635569 -900.287
32000 218 0.635569 -898.47
32050 218 0.635569 -897.74
32100 219 0.638484 -906.82
32150 219 0.638484 -902.469
32200 219 0.638484 -905.536
32250 219 0.638484 -904.93
32300 219 0.638484 -905.613
32350 219 0.638484 -911.009
32400 219 0.638484 -911.995
32450 220 0.641399 -914.604
32500 220 0.641399 -911.915
32550 219 0.638484 -903.4
32600 220 0.641399 -908.683
32650 221 0.644315 -911.547
32700 220 0.641399 -906.541
32750 221 0.644315 -907.783
32800 221 0.644315 -907.201
32850 221 0.644315 -909.835
32900 221 0.644315 -906.541
32950 221 0.644315 -909.19
33000 222 0.64723 -913.101
33050 222 0.64723 -925.602
33100 222 0.64723 -927.091
33150 221 0.644315 -917.694
33200 220 0.641399 -916.036
33250 220 0.641399 -916.757
33300 220 0.641399 -916.961
33350 219 0.638484 -914.634
33400 219 0.638484 -916.796
33450 219 0.638484 -910.52
33500 220 0.641399 -916.599
33550 220 0.641399 -920.279
33600 220 0.641399 -923.073
33650 220 0.641399 -918.733
33700 220 0.641399 -920.019
33750 220 0.641399 -928.147
33800 220 0.641399 -932.069
33850 219 0.638484 -924.504
33900 218 0.635569 -917.518
33950 217 0.632653 -910.177
34000 217 0.632653 -908.054
34050 218 0.635569 -913.882
34100 218 0.635569 -910.991
34150 219 0.638484 -914.963
34200 219 0.638484 -912.969
34250 219 0.638484 -911.336
34300 219 0.638484 -911.571
34350 219 0.638484 -912.54
34400 220 0.641399 -923.191
34450 220 0.641399 -921.752
34500 220 0.641399 -916.667
34550 220 0.641399 -912.559
34600 220 0.641399 -916.168
34650 221 0.644315 -922.135
34700 221 0.644315 -924.167
34750 221 0.644315 -927.293
34800 220 0.641399 -923.541
34850 220 0.641399 -928.507
34900 221 0.644315 -932.722
34950 221 0.644315 -932.937
35000 220 0.641399 -924.316
35050 220 0.641399 -925.79
35100 220 0.641399 -925.13
35150 221 0.644315 -929.053
35200 220 0.641399 -921.71
35250 220 0.641399 -922.165
35300 220 0.641399 -921.012
35350 221 0.644315 -921.091
35400 221 0.644315 -919.697
35450 222 0.64723 -926.398
35500 221 0.644315 -920.627
35550 221 0.644315 -925.589
35600 221 0.644315 -925.976
35650 222 0.64723 -932.581
35700 222 0.64723 -932.549
35750 223 0.650146 -938.577
35800 223 0.650146 -938.157
35850 224 0.653061 -945.046
35900 225 0.655977 -947.013
35950 225 0.655977 -954.096
36000 225 0.655977 -952.519
36050 225 0.655977 -952.504
36100 225 0.655977 -952.369
36150 225 0.655977 -953.655
36200 225 0.655977 -952.193
36250 225 0.655977 -950.523
36300 225 0.655977 -953.073
36350 225 0.655977 -952.551
36400 225 0.655977 -956.637
36450 225 0.655977 -959.216
36500 224 0.653061 -951.276
36550 224 0.653061 -952.872
36600 224 0.653061 -950.288
36650 224 0.653061 -952.288
36700 224 0.653061 -954.659
36750 223 0.650146 -951.75
36800 223 0.650146 -951.677
36850 224 0.653061 -958.593
36900 224 0.653061 -963.006
36950 224 0.653061 -962.574
37000 225 0.655977 -967.121
37050 225 0.655977 -964.496
37100 226 0.658892 -966.039
37150 226 0.658892 -964.342
37200 227 0.661808 -966.811
37250 227 0.661808 -965.326
37300 227 0.661808 -967.392
37350 225 0.655977 -959.64
37400 224 0.653061 -951.473
37450 224 0.653061 -951.667
37500 224 0.653061 -952.653
37550 224 0.653061 -954.226
37600 224 0.653061 -955.713
37650 224 0.653061 -954.12
37700 224 0.653061 -957.599
37750 224 0.653061 -959.49
37800 224 0.653061 -960.499
37850 224 0.653061 -957.549
37900 224 0.653061 -954.956
37950 223 0.650146 -951.908
38000 223 0.650146 -951.109
38050 223 0.650146 -958.74
38100 223 0.650146 -957.957
38150 223 0.650146 -955.562
38200 223 0.650146 -955.718
38250 223 0.650146 -950.953
38300 223 0.650146 -949.618
38350 223 0.650146 -948.881
38400 223 0.650146 -947.663
38450 223 0.650146 -947.388
