# Step  P_inst  U_inst
0 0.00840687 -21.3364
200 0.00876294 -12.7339
400 0.0082429 -23.7691
600 0.00853939 -26.4086
800 0.00796637 -26.6171
1000 0.00906751 -21.3703
1200 0.00861626 -23.7808
1400 0.00813665 -24.6872
1600 0.00807385 -28.6418
1800 0.0088264 -20.7397
2000 0.0082667 -26.2962
2200 0.00842115 -26.3224
2400 0.00842976 -25.766
2600 0.00855862 -28.71
2800 0.00815417 -20.5455
3000 0.00898177 -23.4069
3200 0.00824838 -26.4688
3400 0.00842718 -25.2492
3600 0.00921664 -19.2958
3800 0.00833848 -26.5352
4000 0.00869466 -19.8051
4200 0.0084207 -22.4253
4400 0.00847882 -27.0785
4600 0.00800492 -22.4345
4800 0.00795438 -21.3337
5000 0.00830309 -18.9527
5200 0.00846577 -24.8391
5400 0.00928239 -20.3442
5600 0.00931944 -20.6362
5800 0.00783745 -25.1752
6000 0.0081502 -28.0883
6200 0.00883292 -30.0547
6400 0.0082122 -27.6919
6600 0.00825478 -23.6751
6800 0.00859539 -27.5931
7000 0.00873487 -24.3299
7200 0.00806073 -20.8965
7400 0.00822906 -28.3028
7600 0.00828923 -26.6271
7800 0.008394 -24.1842
8000 0.00857966 -24.1625
8200 0.00944818 -26.4562
8400 0.00831437 -23.7771
8600 0.00796879 -34.04
8800 0.00827196 -26.5551
9000 0.00888597 -29.7667
9200 0.0087048 -27.9494
9400 0.00928625 -29.4849
9600 0.0079612 -34.3967
9800 0.00873255 -22.7354
10000 0.00842582 -29.5932
10200 0.00883181 -21.3233
10400 0.00846782 -23.741
10600 0.00858384 -22.1016
10800 0.00822118 -23.3598
11000 0.00839156 -22.2212
11200 0.00773984 -29.7046
11400 0.00811965 -28.934
11600 0.008675 -24.8715
11800 0.00815333 -27.7383
12000 0.00815413 -29.595
12200 0.00893883 -28.151
12400 0.00838521 -27.6011
12600 0.00816332 -27.5682
12800 0.00871389 -30.2839
13000 0.007895 -21.6799
13200 0.00856834 -26.9355
13400 0.00901071 -25.2431
13600 0.00829021 -23.9009
13800 0.00824268 -24.0368
14000 0.00798598 -20.2391
14200 0.00851888 -28.0825
14400 0.00785971 -33.0628
14600 0.00864051 -29.2198
14800 0.00889668 -24.7155
15000 0.00789198 -25.1056
15200 0.00875253 -29.4224
15400 0.00886372 -26.8766
15600 0.0080448 -22.3243
15800 0.00796298 -19.9784
16000 0.00827845 -23.3766
16200 0.00867538 -22.8837
16400 0.00893423 -28.2303
16600 0.00828373 -26.9642
16800 0.00827398 -23.0228
17000 0.00853696 -28.2763
17200 0.00821431 -29.1451
17400 0.00827379 -23.0808
17600 0.0076253 -32.4194
17800 0.00870837 -21.0584
18000 0.00870158 -19.982
18200 0.00894953 -17.0906
18400 0.0084428 -17.952
18600 0.00830582 -20.0744
18800 0.00847335 -19.449
19000 0.00857528 -21.6683
19200 0.00853653 -23.3064
19400 0.00842597 -17.9455
19600 0.00838881 -22.0368
19800 0.00813337 -23.6837
20000 0.00876592 -31.0032
20200 0.00781455 -27.9208
20400 0.00768063 -30.6743
20600 0.00855695 -24.2537
20800 0.00851014 -25.7713
21000 0.00791834 -26.8197
21200 0.00799352 -28.5913
21400 0.00878511 -23.1637
21600 0.00841389 -30.0173
21800 0.00875181 -24.8722
22000 0.00823207 -24.8587
22200 0.00830316 -23.0495
22400 0.00856574 -21.2063
22600 0.00847793 -23.0545
22800 0.00809406 -23.9581
23000 0.00832211 -19.6933
23200 0.00800724 -32.6424
23400 0.00941779 -27.9741
23600 0.00844737 -26.4204
23800 0.008923 -21.683
24000 0.00825276 -29.6227
24200 0.00797778 -20.5228
24400 0.00809251 -21.9676
24600 0.00835418 -16.9126
24800 0.00990404 -14.8598
25000 0.00825495 -21.2445
25200 0.00785568 -19.3564
