# Step    P_inst    U_inst
0 0.817457 -821.919
100 1.30521 -780.727
200 0.914374 -823.46
300 0.752485 -839.989
400 1.06921 -809.88
500 1.36866 -788.977
600 0.798081 -841.213
700 0.861847 -812.38
800 0.905527 -809.794
900 0.922347 -820.437
1000 0.885077 -809.156
1100 1.01763 -812.241
1200 1.2906 -791.63
1300 1.31608 -779.873
1400 1.01692 -810.112
1500 1.17013 -784.656
1600 0.899199 -816.36
1700 0.806944 -812.881
1800 1.20417 -796.632
1900 1.16918 -812.407
2000 0.851984 -819.261
2100 0.979403 -803.404
2200 1.20764 -796.561
2300 1.05511 -824.023
2400 1.04659 -804.353
2500 1.01212 -782.711
2600 0.630069 -831.367
2700 1.21664 -794.864
2800 0.868951 -816.724
2900 1.04516 -803.402
3000 0.77605 -832.081
3100 1.31732 -792.326
3200 1.06673 -811.968
3300 0.985727 -795.53
3400 1.02304 -795.871
3500 0.943664 -811.775
3600 1.37616 -768.991
3700 1.28189 -791.882
3800 1.31785 -798.683
3900 1.09654 -809.517
4000 0.755058 -821.155
4100 1.21452 -787.293
4200 1.38472 -771.332
4300 1.13964 -801.371
4400 1.09082 -783.5
4500 1.06965 -807.784
4600 1.60093 -759.703
4700 1.20416 -786.096
4800 0.97375 -830.255
4900 1.43453 -784.076
5000 1.31179 -768.929
5100 1.01809 -812.829
5200 0.584225 -829.331
5300 1.11603 -790.219
5400 0.781848 -805.325
5500 1.09536 -815.195
5600 0.976457 -827.935
5700 1.43548 -772.699
5800 1.06027 -795.26
5900 0.708909 -824.725
6000 0.573328 -839.663
6100 1.00852 -800.54
6200 1.16551 -792.566
6300 1.27381 -785.262
6400 0.883478 -824.261
6500 0.962699 -796.142
6600 1.00034 -806.119
6700 0.728349 -823.701
6800 1.12628 -779.736
6900 0.551488 -838.797
7000 0.810843 -813.547
7100 1.05086 -806.888
7200 1.32647 -817.331
7300 0.926442 -818.42
7400 1.14394 -795.793
7500 0.845441 -813.609
7600 0.998947 -814.859
7700 0.805523 -792.227
7800 1.05622 -806.102
7900 1.13145 -783.878
8000 1.07367 -806.189
8100 0.984901 -806.329
8200 0.912681 -809.916
8300 0.959831 -809.294
8400 0.716287 -814.73
8500 1.02474 -802.396
8600 0.74552 -820.431
8700 1.05946 -818.119
8800 1.03305 -809.662
8900 1.35461 -782.925
9000 1.15705 -814.471
9100 1.20674 -804.563
9200 1.13559 -799.736
9300 0.988357 -822.754
9400 1.28223 -779.802
9500 0.952048 -816.484
9600 0.998241 -803.911
9700 0.807248 -812.856
9800 1.07388 -785.485
9900 1.42358 -795.895
10000 1.11692 -821.13
10100 1.04065 -820.803
10200 0.660485 -851.908
10300 1.08323 -810.056
10400 1.1667 -811.58
10500 1.10909 -809.176
10600 1.40643 -786.737
10700 1.06871 -814.953
10800 0.797246 -839.911
10900 1.10975 -795.108
11000 1.39011 -791.564
11100 0.873163 -807.976
11200 0.792145 -823.665
11300 0.907209 -803.761
11400 1.11595 -789.836
11500 1.26734 -795.415
11600 1.15884 -803.17
11700 1.03835 -810.849
11800 1.15395 -790.884
11900 1.36339 -774.598
12000 1.24418 -793.557
12100 1.2186 -796.596
12200 1.23546 -785.785
12300 1.29072 -780.795
12400 1.07831 -796.875
12500 1.1758 -799.194
12600 0.955275 -811.868
12700 1.04958 -801.535
12800 0.986443 -800.718
12900 1.0582 -815.413
13000 0.988928 -823.459
13100 0.862978 -816.022
13200 1.08016 -792.731
13300 0.924657 -808.051
13400 1.01531 -816.141
13500 0.77105 -808.894
13600 1.1514 -810.879
13700 0.640158 -854.101
13800 0.797872 -820.903
13900 1.17095 -798.413
14000 0.802912 -816.144
14100 1.03897 -814.443
14200 0.929393 -817.106
14300 0.769818 -821.109
14400 1.1456 -790.179
14500 1.1975 -792.898
14600 1.30736 -798.318
14700 1.12857 -800.608
14800 1.13579 -802.168
14900 1.11362 -798.462
15000 0.972076 -795.047
15100 1.13916 -798.965
15200 0.920105 -804.576
15300 0.903585 -809.9
15400 1.046 -794.559
15500 1.06144 -794.443
15600 1.30042 -773.287
15700 0.809782 -825.696
15800 0.76652 -823.101
15900 0.92571 -817.074
16000 1.1662 -796.381
16100 0.961995 -814.975
16200 1.16656 -790.752
16300 0.788091 -827.745
16400 1.05884 -818.237
16500 1.19349 -805.644
16600 0.991681 -825.193
16700 0.610977 -838.995
16800 0.991697 -815.129
16900 1.2454 -785.518
17000 1.39636 -778.797
17100 1.0116 -821.242
17200 0.834229 -814.583
17300 1.19971 -800.103
17400 0.618006 -834.346
17500 1.24865 -820.934
17600 1.19621 -788.191
17700 0.791817 -819.182
17800 0.75938 -841.44
17900 1.26374 -802.395
18000 1.52291 -762.924
18100 1.14311 -791.195
18200 0.948535 -817.253
18300 1.08776 -786.952
18400 1.64276 -759.747
18500 0.995872 -807.54
18600 1.21421 -784.769
18700 1.37011 -771.963
18800 0.921284 -831.863
18900 0.986319 -823.345
19000 1.23532 -794.003
19100 1.40837 -767.592
19200 1.36696 -777.457
19300 1.06358 -785.849
19400 1.39251 -780.631
19500 1.36109 -779.643
19600 0.947312 -800.209
19700 1.0107 -805.708
19800 1.23011 -782.569
19900 1.2553 -788.225
20000 0.839665 -819.486
20100 1.13195 -792.486
20200 1.04228 -797.457
20300 0.934657 -812.46
20400 1.15068 -795.719
20500 1.05165 -815.752
20600 1.05904 -803.356
20700 0.999726 -801.554
20800 0.713646 -826.207
20900 1.26233 -808.946
21000 1.25278 -809.175
21100 1.06448 -819.328
21200 1.31158 -805.706
21300 1.03825 -807.101
21400 1.27822 -786.914
21500 0.845692 -818.642
21600 0.913294 -802.212
21700 0.992836 -813.392
21800 0.723258 -829.532
21900 0.791416 -825.815
22000 1.03536 -802.495
22100 0.85053 -808.569
22200 1.27897 -795.86
22300 1.21963 -795.067
22400 1.21645 -784.47
22500 1.04402 -810.798
22600 0.796993 -814.862
22700 0.606351 -830.359
22800 1.16206 -802.788
22900 0.968903 -807.141
23000 0.870204 -811.185
23100 1.30242 -778.02
23200 0.95421 -817.437
23300 1.04037 -825.989
23400 0.912859 -822.46
23500 0.806557 -819.433
23600 0.661797 -834.252
23700 0.933602 -807.752
23800 1.05218 -813.27
23900 1.01592 -824.04
24000 1.18738 -796.077
24100 1.09518 -813.216
24200 1.17729 -803.022
24300 0.812427 -823.395
24400 0.919142 -812.643
24500 0.925112 -833.439
24600 1.30537 -813.276
24700 1.03935 -797.001
24800 1.04598 -820.665
24900 0.835228 -832.788
25000 1.08088 -837.995
25100 1.20394 -812.225
25200 1.24303 -796.941
25300 1.31304 -780.99
25400 1.02295 -794.716
25500 1.12866 -810.509
25600 1.32409 -780.928
25700 0.776774 -822.505
25800 1.2916 -798.827
25900 0.880442 -815.843
26000 1.20071 -798.883
26100 1.02502 -805.462
26200 1.12529 -794.577
26300 1.30621 -808.08
26400 0.96637 -834.462
26500 0.938227 -811.123
26600 1.32603 -781.376
26700 1.06162 -799.9
26800 1.28824 -782.753
26900 1.33679 -785.835
27000 0.820609 -822.823
27100 1.24241 -798.196
27200 0.917608 -814.865
27300 1.30538 -796.382
27400 0.918302 -803.421
27500 0.708097 -835.677
27600 1.02134 -792.98
27700 1.06664 -800.742
27800 0.864111 -834.188
27900 1.11561 -785.554
28000 0.553523 -835.732
28100 1.09855 -798.289
28200 0.837117 -819.789
28300 1.07365 -806.283
28400 0.831536 -830.515
28500 1.08488 -792.214
28600 1.36828 -787.454
28700 1.41106 -797.893
28800 1.13617 -805.988
28900 1.20411 -789.099
29000 1.21072 -801.073
29100 1.07562 -781.677
29200 1.30749 -785.064
29300 1.09607 -807.721
29400 1.01354 -804.68
29500 1.03045 -790.518
29600 0.769069 -816.995
29700 0.946993 -815.09
29800 1.0716 -796.61
29900 0.986836 -807.324
30000 0.791027 -831.357
30100 1.01858 -813.981
30200 1.12447 -816.619
30300 1.16754 -810.846
30400 1.04 -799.831
30500 0.933779 -803.325
30600 1.10483 -801.594
30700 0.955523 -812.45
30800 1.07443 -799.003
30900 0.720017 -817.634
31000 0.915467 -816.884
31100 0.771173 -825.255
31200 1.23246 -776.785
31300 1.24242 -805.677
31400 0.971211 -803.566
31500 1.12307 -802.129
31600 0.799947 -833.087
31700 1.01736 -790.985
31800 1.09654 -785.401
31900 1.27149 -785.59
32000 1.26744 -795.448
32100 1.04872 -796.636
32200 0.807903 -828.981
32300 0.752616 -821.546
32400 1.36073 -783.598
32500 0.935672 -816.264
32600 1.12643 -810.929
32700 1.06479 -797.819
32800 1.08417 -811.055
32900 1.07168 -811.714
33000 0.999469 -819.687
33100 0.865858 -812.958
33200 1.0804 -812.062
33300 1.10284 -809.078
33400 1.01059 -800.278
33500 1.18209 -820.411
33600 1.12925 -806.031
33700 1.0658 -815.51
33800 1.37555 -795.708
33900 1.14472 -799.996
34000 0.958365 -822.753
34100 1.35794 -788.6
34200 1.18056 -782.178
34300 1.01563 -804.133
34400 1.26768 -789.683
34500 1.53819 -784.546
34600 1.33326 -785.159
34700 1.25078 -810.172
34800 1.15308 -793.106
34900 1.36327 -768.28
35000 1.37619 -771.748
35100 0.747352 -823.561
35200 0.870959 -829.255
35300 1.38502 -769.446
35400 0.802752 -820.155
35500 1.4417 -777.993
35600 0.688821 -827.565
35700 1.33353 -787.071
35800 0.89343 -821.228
35900 1.44425 -756.277
36000 1.04084 -798.616
36100 1.39182 -770.855
36200 1.16695 -808.943
36300 0.901923 -806.846
36400 0.767677 -845.884
36500 0.915674 -814.226
36600 1.02454 -818.836
36700 1.06657 -807.007
36800 1.09699 -805.153
36900 1.04471 -818.963
37000 1.0434 -804.974
37100 1.08851 -805.795
37200 0.87344 -834.615
37300 1.09074 -802.568
37400 0.979684 -818.252
37500 1.25909 -799.96
37600 1.20137 -796.152
37700 0.788936 -820.802
37800 0.791955 -828.567
37900 0.69597 -833.369
38000 1.20697 -793.241
38100 1.16683 -820.023
38200 0.988209 -840.69
38300 1.16032 -795.29
38400 0.909198 -827.803
38500 1.19505 -800.273
38600 1.08712 -811.235
38700 1.20547 -795.858
38800 1.10513 -797.782
38900 0.906767 -807.806
39000 1.08082 -782.986
39100 1.3885 -769.477
39200 0.664792 -827.539
39300 0.945708 -807.877
39400 1.11023 -799.285
39500 1.10072 -798.38
39600 1.04012 -808.412
39700 1.07363 -801.709
39800 0.908803 -807.285
39900 1.24741 -788.243
40000 1.26464 -789.617
40100 0.911559 -828.964
40200 1.09288 -816.271
40300 0.964324 -815.271
40400 1.57318 -765.61
40500 1.29318 -773.398
40600 0.81787 -828.972
40700 1.09744 -803.014
40800 1.04224 -796.614
40900 0.883906 -807.959
41000 0.966647 -798.902
41100 1.23549 -805.8
41200 1.26506 -795.736
41300 1.17769 -794.302
41400 1.21117 -821.693
41500 1.33951 -783.586
41600 1.13046 -786.264
41700 0.905945 -812.098
41800 0.873412 -811.238
41900 0.451076 -846.96
42000 0.827596 -812.497
42100 1.13569 -797.86
42200 1.04579 -797.668
42300 0.801545 -825.006
42400 1.06812 -788.855
42500 1.15763 -792.846
42600 0.895404 -799.668
42700 0.650844 -817.89
42800 1.08541 -800.014
42900 0.588862 -830.643
43000 1.13381 -789.841
43100 1.0837 -809.666
43200 1.34488 -771.328
43300 1.3731 -777.859
43400 0.645332 -837.91
43500 1.1475 -796.215
43600 0.879727 -820.071
43700 1.04891 -806.338
43800 1.07194 -809.394
43900 1.23903 -801.643
44000 1.21023 -802.848
44100 1.19857 -802.192
44200 1.21859 -801.063
44300 0.861583 -831.792
44400 1.42683 -785.456
44500 1.26659 -779.975
44600 1.19514 -784.897
44700 1.05911 -808.151
44800 1.29133 -785.843
44900 0.893719 -819.874
45000 0.917438 -829.938
45100 0.812084 -821.844
45200 1.13305 -804.642
45300 1.0052 -820.207
45400 1.23782 -770.718
45500 0.835917 -817.929
45600 1.05881 -821.064
45700 1.31956 -781.68
45800 1.19387 -788.943
45900 1.31596 -774.32
46000 1.2438 -781.947
46100 0.800059 -817.306
46200 1.18412 -807.231
46300 1.02095 -817.259
46400 1.10584 -797.458
46500 0.532761 -832.244
46600 0.652108 -813.962
46700 1.14503 -799.097
46800 1.1097 -780.156
46900 0.666016 -828.153
47000 0.629973 -839.089
47100 1.21756 -792.119
47200 0.943017 -814.285
47300 1.37338 -791.895
47400 0.782405 -837.501
47500 1.45055 -776.968
47600 1.12518 -802.557
47700 1.27625 -778.805
47800 0.900116 -829.624
47900 1.27386 -789.169
48000 0.88507 -803.281
48100 1.14005 -788.567
48200 1.24079 -790.763
48300 1.15569 -798.555
48400 0.98949 -819.433
48500 1.40639 -785.06
48600 1.08786 -809.594
48700 0.920412 -810.206
48800 1.2396 -789.288
48900 1.11132 -795.621
49000 1.05991 -797.787
49100 0.896657 -798.932
49200 1.05192 -800.642
49300 1.28884 -777.95
49400 1.021 -798.32
49500 0.947655 -790.726
49600 1.16884 -783.249
49700 1.34848 -775.913
49800 1.29138 -796.251
49900 1.18162 -779.236
50000 1.17964 -806.446
50100 1.37403 -791.953
50200 0.990281 -810.881
50300 0.738107 -828.678
50400 0.808253 -823.07
50500 1.08205 -804.645
50600 1.00058 -805.287
50700 1.20261 -779.885
50800 0.882197 -830.733
50900 0.970734 -825.496
51000 1.18507 -786.956
51100 0.957377 -833.97
51200 0.952507 -822.306
51300 0.911465 -802.917
51400 1.09585 -789.469
51500 0.94525 -800.709
51600 1.05018 -801.645
51700 0.826805 -821.556
51800 1.4933 -770.558
51900 0.976865 -814.442
52000 0.857815 -819.715
52100 1.11482 -793.562
52200 0.987142 -820.17
52300 0.973848 -816.36
52400 1.16219 -795.487
52500 0.8034 -833.915
52600 1.0207 -806.379
52700 0.949832 -804.639
52800 0.886878 -826.267
52900 1.35679 -797.837
53000 1.13647 -798.491
53100 1.48697 -771.983
53200 1.54426 -749.182
53300 0.993215 -805.846
53400 0.903833 -816.343
53500 1.38413 -771.887
53600 0.98178 -803.119
53700 0.883007 -815.29
53800 0.577446 -845.484
53900 1.4216 -771.526
54000 1.08332 -796.889
54100 1.13514 -793.144
54200 0.993245 -822.681
54300 0.906699 -821.441
54400 0.899337 -807.744
54500 0.981468 -806.342
54600 1.03142 -814.913
54700 1.03533 -815.913
54800 1.22226 -806.827
54900 0.965577 -832.988
55000 0.98482 -795.972
55100 1.12683 -802.877
55200 1.19573 -792.394
55300 1.13918 -808.038
55400 0.915873 -820.628
55500 0.945753 -809.803
55600 0.98914 -810.268
55700 1.06308 -791.984
55800 0.955426 -812.093
55900 0.665184 -831.843
56000 1.12629 -812.128
56100 0.976575 -821.393
56200 1.33287 -776.537
56300 1.15016 -800.436
56400 0.934873 -822.413
56500 1.30293 -794.535
56600 1.20463 -798.717
56700 1.26995 -792.759
56800 1.06179 -802.626
56900 1.36181 -774.83
57000 1.24054 -795.82
57100 1.2771 -811.856
57200 1.30758 -819.342
57300 1.24102 -800.647
57400 1.00764 -826.475
57500 1.37871 -798.946
57600 1.40325 -786.082
57700 1.11333 -800.865
57800 0.928797 -821.856
57900 1.14551 -802.777
58000 1.09278 -801.466
58100 1.07312 -819.979
58200 1.43698 -787.433
58300 0.976471 -823.888
58400 1.0538 -803.689
58500 1.06181 -792.792
58600 1.08577 -806.325
58700 0.890645 -804.191
58800 1.08938 -801.84
58900 0.932582 -793.853
59000 1.04219 -795.935
59100 1.27948 -796.005
59200 1.0593 -806.23
59300 0.669157 -838.264
59400 1.37081 -794.906
59500 0.749596 -827.566
59600 1.05116 -805.537
59700 1.04006 -799.254
59800 1.10927 -810.023
59900 1.2833 -792.822
60000 0.978996 -812.113
60100 1.01166 -808.946
60200 0.891096 -828.546
60300 0.874006 -808.688
60400 0.794155 -817.947
60500 1.01505 -799.236
60600 0.823143 -816.05
60700 0.841372 -821.237
60800 1.28932 -807.444
60900 0.982115 -813.237
61000 1.14807 -780.494
61100 0.945698 -812.16
61200 0.968388 -803.53
61300 0.656231 -835.769
61400 1.2458 -775.49
61500 1.02528 -796.952
61600 1.09649 -784.317
61700 0.723914 -831.981
61800 0.924798 -820.328
61900 1.21165 -774.681
62000 0.791926 -820.149
62100 1.26702 -787.556
62200 0.597021 -844.826
62300 0.885183 -823.702
62400 0.987595 -795.225
62500 1.25201 -800.651
62600 0.900081 -816.963
62700 0.920909 -805.761
62800 0.934291 -822.296
62900 0.765967 -847.845
63000 0.831981 -817.562
63100 1.033 -790.41
63200 1.2636 -764.154
63300 0.96313 -816.746
63400 1.75638 -765.592
63500 1.44944 -801.999
63600 0.921917 -819.261
63700 1.27048 -790.396
63800 1.10576 -789.601
63900 0.878803 -815.434
64000 1.21309 -793.642
64100 1.17157 -791.79
64200 1.18876 -798.267
64300 0.814849 -826.817
64400 1.22967 -791.043
64500 1.27048 -786.125
64600 1.1649 -791.939
64700 1.29973 -782.834
64800 0.985866 -808.624
64900 1.08857 -798.528
65000 0.33895 -851.717
65100 0.725417 -838.12
65200 0.935732 -803.872
65300 1.17604 -794.911
65400 0.762639 -831.029
65500 0.934669 -810.961
65600 0.912226 -819.647
65700 1.14947 -811.315
65800 0.962262 -818.61
65900 1.12497 -788.426
66000 0.819803 -824.155
66100 0.989803 -819.697
66200 1.10775 -801.27
66300 1.15965 -800.416
66400 0.877385 -828.008
66500 1.34154 -781.07
66600 0.915896 -815.384
66700 0.878266 -817.545
66800 1.09601 -793.681
66900 1.50939 -779.374
67000 1.22027 -778.553
67100 1.09682 -789.702
67200 0.735655 -828.476
67300 0.762078 -823.569
67400 0.817904 -829.361
67500 0.924648 -815.001
67600 1.04706 -817.866
67700 1.06501 -807.928
67800 1.129 -796.326
67900 1.05148 -827.124
68000 1.1199 -796.066
68100 1.10037 -821.185
68200 0.816079 -831.068
68300 1.52827 -777.102
68400 1.11645 -798.558
68500 1.19352 -787.521
68600 0.816204 -823.927
68700 1.36566 -791.971
68800 0.69732 -822.937
68900 1.28686 -794.214
69000 1.30533 -777.884
69100 0.982018 -812.83
69200 0.938978 -819.941
69300 0.950742 -837.632
69400 1.08743 -815.509
69500 1.21267 -779.799
69600 0.823352 -809.317
69700 0.969526 -798.627
69800 0.996278 -808.804
69900 1.30143 -796.569
70000 1.23344 -789.044
70100 1.02198 -814.478
70200 0.93966 -816.872
70300 1.01313 -794.692
70400 0.718491 -834.425
70500 0.939723 -814.342
70600 1.04895 -813.495
70700 0.607165 -835.207
70800 1.07105 -802.733
70900 1.30675 -786.104
71000 0.936031 -826.329
71100 0.786854 -826.936
71200 1.09217 -802.166
71300 0.93324 -809.819
71400 0.991153 -816.539
71500 1.12638 -812.489
71600 1.02372 -813.06
71700 1.02505 -822.637
71800 0.905106 -827.381
71900 0.637403 -844.56
72000 1.19683 -789.842
72100 0.927237 -820.874
72200 1.15471 -787.465
72300 1.30367 -796.471
72400 1.21518 -799.623
72500 1.22009 -783.643
72600 1.25449 -784.217
72700 1.02923 -785.723
72800 0.905151 -832.795
72900 1.07463 -798.601
73000 0.993349 -808.869
73100 1.21106 -789.741
73200 1.15189 -787.165
73300 0.525022 -847.414
73400 1.03994 -823.952
73500 0.90588 -833.305
73600 0.9825 -814.306
73700 1.2552 -805.866
73800 0.977523 -818.616
73900 1.00529 -806.866
74000 0.85497 -813.781
74100 1.24736 -769.999
74200 0.92001 -810.806
74300 1.25484 -774.342
74400 0.797261 -833.312
74500 1.00328 -813.994
74600 0.944472 -820.686
74700 0.940609 -810.748
74800 0.863677 -812.993
74900 0.82751 -815.833
75000 0.956863 -805.945
75100 0.859611 -808.214
75200 1.20623 -791.374
75300 0.984081 -810.245
75400 1.27837 -802.34
75500 1.24518 -816.621
75600 1.0273 -799.009
75700 1.11447 -809.023
75800 0.89724 -811.227
75900 0.924246 -807.741
76000 0.970908 -825.139
76100 1.31875 -800.02
76200 1.08295 -810.602
76300 0.948896 -807.028
76400 0.669434 -823.999
76500 0.685634 -834.31
76600 0.829201 -821.022
76700 1.17715 -803.583
76800 1.62343 -766.6
76900 1.06672 -802.545
77000 1.27293 -786.908
77100 1.26908 -784.178
77200 0.953847 -804.275
77300 1.09281 -796.087
77400 1.0536 -800.988
77500 0.930728 -819.376
77600 1.14775 -792.41
77700 1.12136 -804.464
77800 0.810641 -828.907
77900 0.721146 -836.501
78000 1.10705 -803.728
78100 1.05845 -800.341
78200 1.16237 -802.137
78300 1.45742 -781.261
78400 1.08731 -815.323
78500 0.901691 -829.931
78600 1.11555 -793.169
78700 1.08111 -804.517
78800 1.21361 -796.779
78900 0.825614 -821.259
79000 0.912868 -820.461
79100 1.26518 -784.948
79200 1.27809 -766.391
79300 1.06281 -805.623
79400 1.22773 -802.122
79500 0.957159 -820.446
79600 1.16775 -798.773
79700 0.781132 -846.734
79800 1.4366 -783.238
79900 1.0601 -797.19
80000 1.23459 -790.615
80100 1.64932 -779.988
80200 1.02173 -808.043
80300 0.828027 -813.774
80400 1.25492 -810.715
80500 1.17765 -798.783
80600 0.735213 -825.293
80700 0.72632 -818.221
80800 0.978169 -825.883
80900 1.12406 -783.813
81000 0.99839 -791.939
81100 0.981947 -802.122
81200 0.765946 -831.75
81300 1.14657 -795.132
81400 0.972896 -800.222
81500 0.597604 -848.46
81600 1.04675 -806.93
81700 0.756567 -833.181
81800 1.18477 -778.468
81900 1.58301 -745.732
82000 0.921575 -817.409
82100 0.912248 -822.085
82200 1.44891 -769.063
82300 1.27459 -775.665
82400 0.960888 -801.767
82500 0.998491 -812.445
82600 1.19362 -786.686
82700 1.03282 -818.595
82800 1.14594 -780.664
82900 1.1565 -799.334
83000 0.981666 -804.88
83100 0.966566 -812.181
83200 1.25227 -788.671
83300 1.06447 -812.585
83400 1.16958 -779.109
83500 0.994278 -808.478
83600 0.9871 -808.58
83700 1.17398 -796.054
83800 0.895844 -812.615
83900 0.933196 -803.065
84000 1.09934 -810.289
84100 1.13914 -781.687
84200 0.94842 -827.722
84300 1.012 -801.895
84400 0.952059 -831.982
84500 0.992602 -817.296
84600 0.913569 -834.244
84700 1.10594 -790.235
84800 1.30621 -762.651
84900 1.16823 -790.42
85000 1.19737 -797.148
85100 1.16381 -802.178
85200 1.18034 -785.747
85300 1.08512 -804.988
85400 1.0345 -801.606
85500 1.34235 -785.999
85600 1.42243 -775.517
85700 0.934579 -819.213
85800 1.30651 -791.242
85900 1.28655 -796.66
86000 0.874322 -830.845
86100 1.17519 -794.744
86200 0.443594 -846.889
86300 0.906756 -823.142
86400 1.43821 -804.07
86500 1.20404 -802.824
86600 0.653068 -834.612
86700 0.996234 -806.957
86800 0.943413 -824.461
86900 1.45785 -780.769
87000 1.00271 -814.348
87100 0.824313 -801.097
87200 1.27168 -799.438
87300 1.0584 -820.268
87400 0.892433 -805.064
87500 0.923193 -812.787
87600 1.58276 -769.483
87700 1.32174 -777.278
87800 0.867782 -817.38
87900 0.730329 -830.281
88000 0.87704 -812.478
88100 0.634479 -812.472
88200 0.894313 -812.514
88300 1.05292 -798.714
88400 1.14365 -808.51
88500 1.07415 -802.223
88600 1.23649 -797.831
88700 0.936742 -803.145
88800 0.945775 -807.08
88900 1.01264 -802.14
89000 0.944329 -812.595
89100 1.23854 -788.714
89200 1.52452 -783.539
89300 1.26606 -793.155
89400 1.33334 -784.471
89500 1.13524 -819.172
89600 1.07874 -815.285
89700 0.924412 -813.402
89800 1.05259 -822.321
89900 1.27999 -776.659
90000 1.37482 -780.773
90100 1.21953 -790.335
90200 0.92121 -789.966
90300 0.991931 -819.985
90400 1.15594 -777.511
90500 0.986419 -792.181
90600 0.659443 -834.188
90700 0.82707 -818.752
90800 1.10172 -786.184
90900 1.06182 -800.501
91000 1.42967 -780.444
91100 0.845074 -810.584
91200 1.13106 -785.784
91300 0.945358 -800.385
91400 1.23753 -779.609
91500 0.935741 -818.394
91600 1.19662 -789.368
91700 1.13002 -792.446
91800 0.855485 -810.297
91900 1.18721 -786.42
92000 1.25676 -783.181
92100 0.859025 -828.233
92200 1.59126 -773.836
92300 0.897439 -829.763
92400 1.05391 -783.105
92500 0.854448 -813.416
92600 1.11224 -809.186
92700 1.14811 -796.409
92800 0.785094 -829.528
92900 0.676785 -839.664
93000 1.41149 -771.011
93100 0.772101 -804.69
93200 0.605829 -829.094
93300 1.46901 -771.482
93400 1.30817 -784.802
93500 0.879862 -816.843
93600 0.853945 -814.473
93700 1.20717 -785.464
93800 1.1301 -785.272
93900 1.20044 -779.922
94000 0.913039 -828.758
94100 0.819627 -819.674
94200 1.1121 -809.04
94300 1.20725 -785.355
94400 0.865995 -828.988
94500 1.09129 -801.175
94600 1.16932 -795.62
94700 0.627994 -834.879
94800 0.709347 -819.037
94900 1.00656 -803.753
95000 1.00588 -811.933
95100 1.10149 -801.403
95200 1.36567 -784.412
95300 0.955906 -814.513
95400 0.994711 -815.041
95500 0.978556 -819.871
95600 1.01786 -805.691
95700 1.3103 -784.024
95800 1.12761 -792.226
95900 1.06329 -809.154
96000 1.11716 -811.991
96100 0.84109 -828.676
96200 0.999013 -803.946
96300 1.2783 -786.326
96400 0.641032 -822.611
96500 1.15 -775.637
96600 1.09985 -811.19
96700 1.1233 -794.171
96800 0.846112 -828.876
96900 0.981994 -800.253
97000 0.97045 -808.365
97100 0.638808 -830.666
97200 0.884853 -825.122
97300 1.14994 -801.096
97400 1.18017 -795.45
97500 1.05314 -806.054
97600 0.555636 -847.559
97700 1.43381 -778.542
97800 0.887404 -809.927
97900 0.864716 -828.327
98000 0.901137 -816.958
98100 1.09323 -789.965
98200 1.21745 -788.288
98300 1.24799 -796.775
98400 1.20447 -793.587
98500 1.21713 -794.259
98600 0.808652 -813.325
98700 1.34928 -779.656
98800 0.789364 -802.724
98900 1.02369 -790.994
99000 1.05477 -799.858
99100 0.975064 -803.662
99200 0.959702 -811.058
99300 1.14627 -803.075
99400 0.568552 -835.001
99500 1.23694 -791.742
99600 1.22951 -794.304
99700 1.32835 -791.237
99800 0.936001 -818.528
99900 1.18725 -790.012
