# Step  P_inst  U_inst
0 0.00396166 -14.2465
200 0.00387649 -18.8103
400 0.00365437 -14.5085
600 0.00380825 -13.6636
800 0.00370132 -18.9336
1000 0.003744 -13.2692
1200 0.00373802 -13.8661
1400 0.00419919 -8.90136
1600 0.00397045 -13.8899
1800 0.00386662 -15.2749
2000 0.00395062 -13.3441
2200 0.00395237 -19.6257
2400 0.00383061 -13.5599
2600 0.00371437 -15.2444
2800 0.003699 -15.6857
3000 0.00399474 -17.232
3200 0.00393117 -12.5099
3400 0.00379881 -16.6835
3600 0.00354366 -20.8027
3800 0.00397364 -20.2416
4000 0.00390875 -18.7621
4200 0.00364238 -21.2708
4400 0.00371695 -15.3247
4600 0.00366225 -15.4322
4800 0.00389143 -14.554
5000 0.00371926 -14.4038
5200 0.00408168 -15.6487
5400 0.00372754 -12.4793
5600 0.0037687 -11.1025
5800 0.0038395 -14.1821
6000 0.0035701 -17.6888
6200 0.00377593 -13.6567
6400 0.00373794 -12.4067
6600 0.00382005 -10.1677
6800 0.00411595 -11.9283
7000 0.00410703 -17.6812
7200 0.00391574 -14.4101
7400 0.00398299 -11.3261
7600 0.00390165 -10.9319
7800 0.00385919 -12.4872
8000 0.00375746 -11.2008
8200 0.00372072 -12.6115
8400 0.00379252 -13.2298
8600 0.00383637 -11.8541
8800 0.00360138 -21.5347
9000 0.0040958 -7.55276
9200 0.00373485 -11.9407
9400 0.0036426 -12.6701
9600 0.00383542 -11.2567
9800 0.00397459 -11.7905
10000 0.00379532 -15.4519
10200 0.00377871 -10.7605
10400 0.00379181 -11.8852
10600 0.00366191 -19.4873
10800 0.00395683 -15.3743
11000 0.00375878 -11.9465
11200 0.00367837 -12.8573
11400 0.00383562 -12.3722
11600 0.003763 -13.8669
11800 0.00388866 -13.7608
12000 0.00376534 -18.9902
12200 0.00386993 -16.8953
12400 0.00374022 -15.667
12600 0.00380724 -22.0751
12800 0.00403745 -16.1146
13000 0.00378578 -13.1585
13200 0.00400438 -13.2455
13400 0.00377586 -12.6824
13600 0.0038579 -13.1427
13800 0.00383689 -15.0573
14000 0.0039404 -10.3277
14200 0.00364144 -15.9679
14400 0.00385315 -13.8524
