# Step  P_inst  U_inst
0 0.0152704 -61.5289
200 0.0160685 -51.628
400 0.0202076 -47.9271
600 0.0153717 -52.7396
800 0.0165403 -50.6181
1000 0.0182917 -37.7364
1200 0.018164 -33.1132
1400 0.019043 -45.0542
1600 0.0202366 -42.7642
1800 0.0184445 -50.5772
2000 0.0213794 -46.3268
2200 0.0174554 -50.566
2400 0.0200421 -44.3648
2600 0.0161425 -51.4875
2800 0.0172966 -49.1705
3000 0.0207521 -50.9712
3200 0.0156499 -54.2466
3400 0.0193354 -49.7133
3600 0.0199856 -44.935
3800 0.0180974 -47.0671
4000 0.0163154 -49.5901
4200 0.0178988 -45.5888
4400 0.0172728 -57.9914
4600 0.0183937 -57.1596
4800 0.0160384 -52.5751
5000 0.0175761 -46.5646
5200 0.0173431 -45.1292
5400 0.0182547 -45.6838
5600 0.0173766 -49.8544
5800 0.0187441 -48.802
6000 0.0194914 -46.1401
6200 0.0194704 -46.6988
6400 0.0187446 -47.0993
6600 0.0154313 -62.5459
6800 0.0187078 -53.1642
7000 0.0178598 -55.1986
7200 0.0181956 -51.2358
7400 0.0180848 -53.1015
7600 0.0175614 -38.4779
7800 0.0170749 -51.543
8000 0.016801 -50.717
8200 0.0175694 -48.2696
8400 0.0189899 -50.614
8600 0.0171356 -45.9474
8800 0.0182101 -48.8135
9000 0.0169441 -49.3107
9200 0.0195035 -48.7279
9400 0.0157729 -50.074
9600 0.0163931 -54.2645
9800 0.0177175 -42.199
10000 0.0188859 -47.299
10200 0.0166466 -42.0814
10400 0.0171476 -46.3587
10600 0.0188154 -41.1018
10800 0.0168056 -49.3735
11000 0.0163683 -43.3494
11200 0.0172907 -36.8728
11400 0.0168545 -50.6499
11600 0.0181005 -53.0976
11800 0.0174466 -45.7073
12000 0.0175342 -44.6302
12200 0.0168898 -44.0037
12400 0.019497 -37.8973
12600 0.0181771 -51.7914
12800 0.0201731 -50.9849
13000 0.017785 -37.6888
13200 0.0184474 -45.1788
13400 0.0183389 -44.0083
13600 0.0192051 -43.3667
13800 0.0176273 -46.971
14000 0.0174278 -43.7491
14200 0.018731 -42.6051
14400 0.0170593 -38.628
14600 0.0187572 -37.1758
14800 0.0180311 -42.9733
15000 0.0180499 -41.1184
15200 0.0175893 -42.7425
15400 0.0194291 -45.5609
15600 0.0200572 -46.5234
15800 0.0203952 -38.9812
16000 0.0163489 -35.2794
16200 0.018008 -43.9044
16400 0.017707 -51.4577
16600 0.0189834 -45.7131
16800 0.0166564 -49.6364
17000 0.016751 -43.6116
17200 0.0181629 -49.8436
17400 0.01672 -54.0014
17600 0.0196163 -50.0799
17800 0.0183898 -41.0276
18000 0.016871 -36.8546
18200 0.0178043 -38.9626
18400 0.0190616 -50.6047
18600 0.0168687 -43.5598
18800 0.0180646 -39.7768
19000 0.0176919 -35.2912
19200 0.0161293 -43.3007
19400 0.0190437 -42.1925
19600 0.0163247 -45.9671
19800 0.0183758 -49.5427
20000 0.0172245 -59.4162
20200 0.0159449 -49.7044
20400 0.0163231 -53.9536
20600 0.0175474 -57.9951
20800 0.0178162 -46.7542
21000 0.0172198 -51.2681
21200 0.0179196 -50.7626
21400 0.0150531 -57.6358
21600 0.0172252 -49.1684
21800 0.018632 -58.5878
22000 0.0166583 -53.8372
22200 0.0183299 -48.5093
22400 0.0164274 -48.6253
22600 0.0156052 -48.5221
22800 0.0179406 -49.5218
23000 0.0175579 -48.7188
23200 0.0152744 -51.265
23400 0.0173428 -50.391
23600 0.0187441 -50.3619
23800 0.01945 -48.1794
24000 0.0181517 -58.9662
24200 0.0179268 -50.7955
24400 0.0167091 -53.5313
24600 0.0167851 -49.2428
24800 0.0182119 -42.6284
25000 0.0160258 -54.1092
25200 0.016937 -61.2748
25400 0.0154642 -68.0487
25600 0.0173384 -54.61
25800 0.0175256 -56.4183
26000 0.0163533 -57.6845
26200 0.0182266 -54.1525
26400 0.016961 -55.8768
26600 0.0169394 -58.2035
26800 0.0171203 -53.2797
27000 0.0174737 -51.6829
27200 0.0173328 -58.0182
27400 0.0190784 -55.5798
27600 0.018397 -53.4547
27800 0.0169764 -51.614
28000 0.016653 -58.3271
28200 0.0162992 -51.5134
28400 0.0188754 -48.2811
28600 0.01926 -49.7971
28800 0.0176794 -53.5493
29000 0.0170718 -60.4402
29200 0.0172086 -62.1938
29400 0.0168326 -47.8685
29600 0.0181815 -41.7967
29800 0.0194685 -38.2332
30000 0.0201522 -40.6063
30200 0.0171882 -52.8633
30400 0.016526 -43.7997
30600 0.0162019 -42.1041
30800 0.0178073 -45.4141
31000 0.0180778 -46.2675
31200 0.0178637 -48.4112
31400 0.01722 -47.1003
31600 0.0182758 -54.5118
31800 0.0187854 -47.7355
32000 0.0156412 -52.0006
32200 0.0195753 -38.6446
32400 0.0151346 -52.4171
32600 0.018075 -48.584
32800 0.0196204 -48.3404
33000 0.0176482 -52.8411
33200 0.0173998 -56.5571
33400 0.0181647 -55.5787
33600 0.0154719 -50.0997
33800 0.0176778 -44.8331
34000 0.0171197 -64.4787
34200 0.0170708 -59.3744
34400 0.0163787 -63.8853
34600 0.0189816 -61.1323
34800 0.0176652 -55.5274
35000 0.0177629 -58.4487
35200 0.0171658 -51.0402
35400 0.0179524 -47.8764
35600 0.0173565 -35.7517
35800 0.0194143 -38.2398
36000 0.0184281 -43.1577
36200 0.0169236 -44.2428
36400 0.0173316 -60.6739
36600 0.0156203 -59.5
36800 0.0180467 -46.125
37000 0.0196317 -41.8889
37200 0.0177591 -43.2799
37400 0.017569 -45.0405
37600 0.0162841 -51.3046
37800 0.0194531 -56.3625
38000 0.0193083 -40.0324
38200 0.0176796 -37.3192
38400 0.0184917 -53.9078
38600 0.0175245 -48.0851
38800 0.017843 -53.4844
39000 0.0172346 -56.8914
39200 0.0162441 -44.5383
39400 0.0170884 -48.2644
39600 0.0182092 -48.5675
39800 0.0211416 -33.1958
40000 0.0190157 -34.8449
40200 0.0168864 -38.5161
40400 0.0181116 -40.2313
40600 0.0167178 -55.7786
40800 0.0173032 -44.9001
41000 0.0173991 -41.4091
41200 0.0186606 -46.1248
41400 0.0176561 -51.8185
41600 0.0200841 -46.2528
41800 0.0163634 -55.478
42000 0.0184276 -44.7539
42200 0.0173046 -46.7694
42400 0.0180872 -49.8335
42600 0.0181187 -43.243
42800 0.0197405 -36.7921
43000 0.0174955 -38.7178
43200 0.0169481 -51.8908
43400 0.0173414 -57.2622
43600 0.0171855 -49.226
43800 0.0170235 -53.8019
44000 0.0177754 -55.7906
44200 0.0193101 -49.3904
44400 0.0177667 -44.6374
44600 0.017817 -40.9855
44800 0.0194777 -40.9532
45000 0.017094 -44.8358
45200 0.016787 -46.7557
45400 0.0167268 -39.8982
45600 0.0201116 -39.9053
45800 0.0165075 -42.5686
46000 0.0188229 -50.8292
46200 0.0166657 -48.0588
46400 0.0183767 -47.0582
46600 0.01863 -44.7237
46800 0.0183333 -48.826
47000 0.0180867 -46.8945
47200 0.016047 -58.1801
47400 0.017058 -57.7036
47600 0.0181754 -54.623
47800 0.0165479 -57.2827
48000 0.0198508 -47.22
48200 0.0164809 -51.7031
48400 0.0165775 -47.8412
48600 0.0186489 -49.849
48800 0.0199769 -44.2654
49000 0.0174569 -45.7681
49200 0.0185094 -41.4355
49400 0.0170584 -46.7335
49600 0.0180764 -43.2823
49800 0.0188448 -45.1248
50000 0.0178218 -45.4542
50200 0.0182241 -53.5786
50400 0.0191912 -51.7863
50600 0.0165708 -44.5354
50800 0.0193809 -46.5505
