# step   N   rho   U
18050 12 0.0349854 -3.84136
18100 14 0.0408163 -3.94605
18150 15 0.0437318 -2.2949
18200 13 0.0379009 -2.89577
18250 15 0.0437318 -3.90605
18300 21 0.0612245 -9.38132
18350 15 0.0437318 -3.15553
18400 21 0.0612245 -9.35377
18450 22 0.0641399 -13.7866
18500 24 0.0699708 -13.3216
18550 24 0.0699708 -14.8882
18600 26 0.0758017 -16.403
18650 21 0.0612245 -11.169
18700 15 0.0437318 -6.47007
18750 16 0.0466472 -3.99985
18800 13 0.0379009 -4.28982
18850 12 0.0349854 -4.12908
18900 18 0.0524781 -8.14533
18950 20 0.058309 -5.98679
19000 12 0.0349854 -0.815492
19050 13 0.0379009 -1.9565
19100 18 0.0524781 -4.27487
19150 19 0.0553936 -7.02076
19200 13 0.0379009 -6.63499
19250 19 0.0553936 -6.16337
19300 20 0.058309 -9.74309
19350 15 0.0437318 -4.48026
19400 15 0.0437318 -7.02283
19450 23 0.0670554 -13.9047
19500 17 0.0495627 -6.53586
19550 22 0.0641399 -13.1072
19600 21 0.0612245 -13.7909
19650 21 0.0612245 -14.7659
19700 20 0.058309 -16.3971
19750 22 0.0641399 -15.3926
19800 25 0.0728863 -13.1118
19850 26 0.0758017 -11.0267
19900 28 0.0816327 -17.5411
19950 27 0.0787172 -19.7763
20000 31 0.090379 -22.2714
20050 36 0.104956 -30.9568
20100 33 0.0962099 -29.9656
20150 35 0.102041 -33.3196
20200 38 0.110787 -35.1997
20250 33 0.0962099 -25.343
20300 36 0.104956 -32.4592
20350 40 0.116618 -47.5171
20400 30 0.0874636 -27.1303
20450 28 0.0816327 -19.6667
20500 31 0.090379 -24.9208
20550 33 0.0962099 -26.6321
20600 24 0.0699708 -16.4857
20650 28 0.0816327 -15.4661
20700 24 0.0699708 -13.4123
20750 22 0.0641399 -13.3976
20800 11 0.03207 -2.81499
20850 11 0.03207 -2.96634
20900 17 0.0495627 -2.33201
20950 15 0.0437318 -0.981824
21000 14 0.0408163 -2.34972
21050 16 0.0466472 -4.61888
21100 19 0.0553936 -5.69196
21150 18 0.0524781 -5.23099
21200 21 0.0612245 -7.6868
21250 22 0.0641399 -11.6504
21300 17 0.0495627 -7.35007
21350 20 0.058309 -7.98247
21400 19 0.0553936 -7.31752
21450 14 0.0408163 -1.70793
21500 16 0.0466472 -4.46413
21550 12 0.0349854 -2.57626
21600 12 0.0349854 -2.24863
21650 13 0.0379009 -2.81865
21700 19 0.0553936 -6.77075
21750 14 0.0408163 -3.64948
21800 13 0.0379009 -1.84778
21850 17 0.0495627 -6.01026
21900 19 0.0553936 -11.3879
21950 18 0.0524781 -10.633
22000 16 0.0466472 -8.68796
22050 20 0.058309 -9.79405
22100 18 0.0524781 -5.41983
22150 12 0.0349854 -2.59503
22200 13 0.0379009 -5.0257
22250 17 0.0495627 -7.38165
22300 20 0.058309 -10.2869
22350 15 0.0437318 -6.38703
22400 18 0.0524781 -9.95999
22450 23 0.0670554 -14.1801
22500 18 0.0524781 -11.9501
22550 26 0.0758017 -17.0181
22600 23 0.0670554 -12.9158
22650 28 0.0816327 -13.6455
22700 24 0.0699708 -12.8541
22750 23 0.0670554 -12.3018
22800 22 0.0641399 -11.3758
22850 22 0.0641399 -13.6578
22900 23 0.0670554 -16.7704
22950 25 0.0728863 -13.0249
23000 27 0.0787172 -13.8083
23050 26 0.0758017 -15.2951
23100 29 0.0845481 -16.3966
23150 25 0.0728863 -14.8058
23200 20 0.058309 -9.40089
23250 18 0.0524781 -10.1479
23300 16 0.0466472 -6.92479
23350 10 0.0291545 -2.98268
23400 13 0.0379009 -2.723
23450 16 0.0466472 -4.22675
23500 14 0.0408163 -2.69504
23550 8 0.0233236 -2.05532
23600 9 0.0262391 -0.860567
23650 15 0.0437318 -4.87284
23700 12 0.0349854 -1.97224
23750 13 0.0379009 -1.04886
23800 5 0.0145773 -0.20342
23850 15 0.0437318 -1.85006
23900 18 0.0524781 -5.91536
23950 19 0.0553936 -7.74818
24000 13 0.0379009 -4.57346
24050 18 0.0524781 -8.04253
24100 20 0.058309 -7.17801
24150 23 0.0670554 -11.1438
24200 18 0.0524781 -6.79107
24250 21 0.0612245 -11.3501
24300 23 0.0670554 -13.4942
24350 25 0.0728863 -15.3796
24400 18 0.0524781 -10.059
24450 24 0.0699708 -11.339
24500 21 0.0612245 -8.75248
24550 17 0.0495627 -6.06938
24600 20 0.058309 -9.71312
24650 29 0.0845481 -18.8491
24700 23 0.0670554 -12.1253
24750 27 0.0787172 -17.6204
24800 27 0.0787172 -21.3182
24850 30 0.0874636 -28.0025
24900 28 0.0816327 -21.2585
24950 30 0.0874636 -24.8868
25000 22 0.0641399 -14.5591
25050 21 0.0612245 -10.6521
25100 17 0.0495627 -5.94545
25150 11 0.03207 -0.901385
25200 10 0.0291545 -1.47485
25250 16 0.0466472 -6.23983
25300 25 0.0728863 -11.6984
25350 21 0.0612245 -9.93723
25400 29 0.0845481 -21.893
25450 21 0.0612245 -12.6156
25500 20 0.058309 -12.4026
25550 23 0.0670554 -15.0465
25600 21 0.0612245 -10.646
25650 19 0.0553936 -7.11655
25700 16 0.0466472 -5.79694
25750 17 0.0495627 -8.73485
25800 18 0.0524781 -7.98436
25850 21 0.0612245 -11.2398
25900 17 0.0495627 -6.40826
25950 19 0.0553936 -5.29301
26000 15 0.0437318 -2.94417
26050 17 0.0495627 -5.22334
26100 19 0.0553936 -9.72929
26150 16 0.0466472 -8.57185
26200 22 0.0641399 -14.7098
26250 20 0.058309 -12.2732
26300 24 0.0699708 -9.87542
26350 17 0.0495627 -9.10195
26400 19 0.0553936 -6.27413
26450 23 0.0670554 -12.4054
26500 28 0.0816327 -18.0296
26550 26 0.0758017 -16.344
26600 23 0.0670554 -13.888
26650 18 0.0524781 -8.30221
26700 10 0.0291545 -3.95788
26750 15 0.0437318 -4.21826
26800 11 0.03207 -1.9284
26850 15 0.0437318 -2.85394
26900 16 0.0466472 -4.98661
26950 17 0.0495627 -4.91353
27000 14 0.0408163 -3.83753
27050 15 0.0437318 -6.46727
27100 11 0.03207 -2.64951
27150 10 0.0291545 -2.04944
27200 14 0.0408163 -2.99638
27250 12 0.0349854 -3.93154
27300 15 0.0437318 -7.47714
27350 23 0.0670554 -11.1992
27400 20 0.058309 -8.82987
27450 19 0.0553936 -8.75404
27500 21 0.0612245 -11.2903
27550 24 0.0699708 -11.1174
27600 21 0.0612245 -13.2406
27650 16 0.0466472 -7.3669
27700 20 0.058309 -12.3093
27750 23 0.0670554 -10.733
27800 26 0.0758017 -10.027
27850 14 0.0408163 -2.75208
27900 15 0.0437318 -4.30411
27950 13 0.0379009 -3.00826
28000 17 0.0495627 -4.14997
28050 20 0.058309 -7.36749
28100 22 0.0641399 -11.4215
28150 24 0.0699708 -10.8782
28200 24 0.0699708 -12.7818
28250 20 0.058309 -10.7963
28300 21 0.0612245 -10.0987
28350 19 0.0553936 -6.5594
28400 21 0.0612245 -8.20746
28450 16 0.0466472 -6.74052
28500 15 0.0437318 -5.70143
28550 16 0.0466472 -2.95594
28600 19 0.0553936 -6.1136
28650 25 0.0728863 -14.3733
28700 23 0.0670554 -11.879
28750 27 0.0787172 -14.3431
28800 23 0.0670554 -10.4868
28850 21 0.0612245 -7.15312
28900 17 0.0495627 -5.63075
28950 18 0.0524781 -8.96467
29000 17 0.0495627 -3.9805
29050 20 0.058309 -11.7627
29100 21 0.0612245 -9.69518
29150 26 0.0758017 -15.3139
29200 28 0.0816327 -15.6676
29250 23 0.0670554 -15.6098
29300 26 0.0758017 -17.4828
29350 20 0.058309 -12.1217
29400 21 0.0612245 -11.1918
29450 19 0.0553936 -11.2964
29500 17 0.0495627 -11.7455
29550 23 0.0670554 -16.9741
29600 23 0.0670554 -15.1388
29650 17 0.0495627 -7.92648
29700 25 0.0728863 -13.2295
29750 22 0.0641399 -6.0417
29800 24 0.0699708 -11.4072
29850 25 0.0728863 -12.7938
29900 27 0.0787172 -12.54
29950 33 0.0962099 -23.3274
30000 30 0.0874636 -21.5077
30050 31 0.090379 -17.9142
30100 35 0.102041 -30.4886
30150 29 0.0845481 -16.88
30200 15 0.0437318 -4.94735
30250 19 0.0553936 -9.71758
30300 13 0.0379009 -2.26569
30350 11 0.03207 -2.16567
30400 17 0.0495627 -3.46831
30450 12 0.0349854 -1.95224
30500 17 0.0495627 -4.05296
30550 10 0.0291545 -1.96499
30600 14 0.0408163 -5.06915
30650 18 0.0524781 -3.9754
30700 19 0.0553936 -5.04347
30750 23 0.0670554 -8.26572
30800 25 0.0728863 -10.4636
30850 19 0.0553936 -6.44107
30900 11 0.03207 -2.63659
30950 16 0.0466472 -10.5313
31000 21 0.0612245 -11.4186
31050 21 0.0612245 -9.26002
31100 19 0.0553936 -6.52748
31150 12 0.0349854 -3.86473
31200 20 0.058309 -6.6027
31250 16 0.0466472 -5.02667
31300 18 0.0524781 -7.15918
31350 22 0.0641399 -11.7348
31400 22 0.0641399 -13.4642
31450 18 0.0524781 -10.2854
31500 16 0.0466472 -7.40318
31550 19 0.0553936 -10.0043
31600 23 0.0670554 -18.1658
31650 26 0.0758017 -21.7263
31700 25 0.0728863 -16.5886
31750 25 0.0728863 -15.7936
31800 23 0.0670554 -17.4097
31850 16 0.0466472 -5.32533
31900 9 0.0262391 -0.246651
31950 11 0.03207 -2.59613
32000 11 0.03207 -1.95462
32050 16 0.0466472 -3.82535
32100 14 0.0408163 -4.6817
32150 11 0.03207 -4.59163
32200 18 0.0524781 -5.80378
32250 12 0.0349854 -3.5159
32300 16 0.0466472 -5.31207
32350 14 0.0408163 -3.89144
32400 19 0.0553936 -8.80977
32450 16 0.0466472 -5.84522
32500 14 0.0408163 -4.60084
32550 12 0.0349854 -4.4137
32600 15 0.0437318 -3.73041
32650 12 0.0349854 -3.88938
32700 18 0.0524781 -7.7354
32750 20 0.058309 -10.4273
32800 16 0.0466472 -5.68786
32850 17 0.0495627 -4.72862
32900 18 0.0524781 -12.5455
32950 14 0.0408163 -3.52832
33000 16 0.0466472 -6.05165
33050 14 0.0408163 -4.81386
33100 13 0.0379009 -2.29674
33150 11 0.03207 -2.54234
33200 15 0.0437318 -4.50328
33250 12 0.0349854 -2.88321
33300 13 0.0379009 -3.38831
33350 15 0.0437318 -5.79959
33400 16 0.0466472 -6.9675
33450 19 0.0553936 -10.0213
33500 22 0.0641399 -9.45293
33550 22 0.0641399 -12.5623
33600 17 0.0495627 -5.83252
33650 22 0.0641399 -11.7758
33700 16 0.0466472 -8.43818
33750 21 0.0612245 -14.3507
33800 15 0.0437318 -6.16102
33850 25 0.0728863 -11.5053
33900 27 0.0787172 -18.578
33950 25 0.0728863 -14.2861
34000 15 0.0437318 -8.79595
34050 17 0.0495627 -8.62988
34100 18 0.0524781 -7.92941
34150 14 0.0408163 -3.75245
34200 15 0.0437318 -5.19403
34250 24 0.0699708 -11.8008
34300 27 0.0787172 -13.55
34350 25 0.0728863 -17.3356
34400 21 0.0612245 -11.0459
34450 26 0.0758017 -14.0714
34500 17 0.0495627 -7.59525
34550 23 0.0670554 -7.97242
34600 17 0.0495627 -4.57486
34650 16 0.0466472 -3.07348
34700 22 0.0641399 -8.38519
34750 17 0.0495627 -5.30506
34800 20 0.058309 -7.21283
34850 16 0.0466472 -5.3808
34900 16 0.0466472 -4.11522
34950 21 0.0612245 -11.8822
35000 18 0.0524781 -8.55951
35050 26 0.0758017 -13.4582
35100 26 0.0758017 -17.7345
35150 28 0.0816327 -18.621
35200 28 0.0816327 -15.8974
35250 22 0.0641399 -9.54202
35300 22 0.0641399 -11.4428
35350 18 0.0524781 -7.82872
35400 21 0.0612245 -10.8661
35450 21 0.0612245 -10.3095
35500 17 0.0495627 -6.31027
35550 14 0.0408163 -4.07213
35600 13 0.0379009 -6.85114
35650 19 0.0553936 -9.30167
35700 23 0.0670554 -15.2144
35750 20 0.058309 -11.6583
35800 25 0.0728863 -15.3078
35850 21 0.0612245 -14.6938
35900 30 0.0874636 -26.1207
35950 36 0.104956 -30.6345
36000 44 0.12828 -40.68
36050 39 0.113703 -37.6984
36100 44 0.12828 -43.9949
36150 38 0.110787 -31.1785
36200 37 0.107872 -33.7595
36250 36 0.104956 -34.4413
36300 32 0.0932945 -33.041
36350 25 0.0728863 -20.7706
36400 23 0.0670554 -14.5552
36450 14 0.0408163 -10.5057
36500 20 0.058309 -11.5572
36550 15 0.0437318 -6.81581
36600 15 0.0437318 -7.37899
36650 14 0.0408163 -5.9109
36700 15 0.0437318 -5.77576
36750 9 0.0262391 -3.55277
36800 18 0.0524781 -8.47585
36850 21 0.0612245 -9.35673
36900 23 0.0670554 -9.33264
36950 22 0.0641399 -6.67146
37000 22 0.0641399 -9.68894
37050 19 0.0553936 -10.6437
37100 23 0.0670554 -12.8956
37150 19 0.0553936 -9.69068
37200 22 0.0641399 -9.77194
37250 21 0.0612245 -7.12548
37300 13 0.0379009 -3.79023
37350 17 0.0495627 -6.05926
37400 21 0.0612245 -10.2944
37450 17 0.0495627 -6.4146
37500 20 0.058309 -12.1016
37550 15 0.0437318 -5.73433
37600 17 0.0495627 -5.67666
37650 13 0.0379009 -3.5201
37700 14 0.0408163 -2.33656
37750 22 0.0641399 -8.78592
37800 20 0.058309 -7.14178
37850 16 0.0466472 -4.59998
37900 17 0.0495627 -4.88934
37950 19 0.0553936 -5.8326
38000 23 0.0670554 -8.54352
38050 22 0.0641399 -10.4912
38100 21 0.0612245 -10.1387
38150 17 0.0495627 -8.64269
38200 18 0.0524781 -6.08094
38250 18 0.0524781 -10.029
38300 19 0.0553936 -8.6914
38350 21 0.0612245 -7.58565
38400 23 0.0670554 -11.8922
38450 23 0.0670554 -12.3051
38500 28 0.0816327 -16.3021
38550 20 0.058309 -8.48629
38600 22 0.0641399 -7.7149
38650 16 0.0466472 -4.19626
38700 14 0.0408163 -2.69572
38750 16 0.0466472 -1.78302
38800 9 0.0262391 -3.02485
38850 11 0.03207 -5.29002
38900 17 0.0495627 -5.28022
38950 20 0.058309 -9.28774
39000 18 0.0524781 -10.7213
39050 23 0.0670554 -12.1465
39100 19 0.0553936 -9.82897
39150 14 0.0408163 -8.00253
39200 18 0.0524781 -9.56599
39250 15 0.0437318 -6.39821
39300 17 0.0495627 -7.15411
39350 18 0.0524781 -6.8401
39400 17 0.0495627 -5.90052
39450 20 0.058309 -8.06665
39500 16 0.0466472 -5.1092
39550 18 0.0524781 -10.2561
39600 25 0.0728863 -17.1414
39650 27 0.0787172 -15.2814
39700 22 0.0641399 -13.0886
39750 23 0.0670554 -14.7411
39800 27 0.0787172 -18.1788
39850 24 0.0699708 -14.5903
39900 21 0.0612245 -16.441
39950 14 0.0408163 -10.4978
40000 19 0.0553936 -12.8431
40050 25 0.0728863 -13.4153
40100 28 0.0816327 -14.728
40150 34 0.0991254 -21.7709
40200 26 0.0758017 -12.9951
40250 20 0.058309 -13.9329
40300 25 0.0728863 -17.022
40350 22 0.0641399 -9.30444
40400 19 0.0553936 -8.88754
40450 23 0.0670554 -11.2156
40500 17 0.0495627 -5.252
40550 24 0.0699708 -12.2412
40600 25 0.0728863 -12.7387
40650 22 0.0641399 -11.0286
40700 20 0.058309 -8.67443
40750 18 0.0524781 -10.0788
40800 22 0.0641399 -6.83376
40850 23 0.0670554 -8.87403
40900 14 0.0408163 -6.04408
40950 16 0.0466472 -5.19825
41000 14 0.0408163 -6.0045
41050 19 0.0553936 -9.86848
41100 22 0.0641399 -10.9567
41150 14 0.0408163 -8.74642
41200 19 0.0553936 -8.19107
41250 18 0.0524781 -7.65162
41300 16 0.0466472 -6.6488
41350 18 0.0524781 -5.54599
41400 15 0.0437318 -4.33827
41450 19 0.0553936 -10.5547
41500 20 0.058309 -8.10464
41550 20 0.058309 -10.3318
